sid,start_time,end_time,observation_count,lat_first,lat_min,lat_max,lon_first,lon_min,lon_max,basin,nature,storm_speed_mean,storm_dir_mean,season,duration_days,basin_name,storm_type
1916153N20111,1916-06-01 10:00:00,1916-06-03 22:00:00,26,20.4,20.4,22.9,110.5,110.5,114.7,WP,TS,4.846153846153846,54.61538461538461,1916,2.5,Western Pacific,Tropical Storm
1916156N19091,1916-06-04 00:00:00,1916-06-06 03:00:00,18,19.1,19.1,24.5,90.9,86.3,90.9,NI,TS,8.38888888888889,319.72222222222223,1916,2.125,North Indian,Tropical Storm
1916163N16114,1916-06-10 22:00:00,1916-06-17 22:00:00,71,16.3,16.3,19.6,113.9,106.3,113.9,WP,TS,3.183098591549296,292.9577464788732,1916,7.0,Western Pacific,Tropical Storm
1916163N21088,1916-06-10 15:00:00,1916-06-16 03:00:00,45,21.2,21.2,25.0,88.2,77.0,88.2,NI,TS,5.355555555555555,253.77777777777777,1916,5.5,North Indian,Tropical Storm
1916181N13281,1916-06-28 12:00:00,1916-07-10 18:00:00,99,12.5,12.5,35.2,-79.5,-90.2,-79.5,,TS,6.0606060606060606,242.5252525252525,1916,12.25,,Tropical Storm
1916192N12308,1916-07-10 06:00:00,1916-07-22 18:00:00,102,11.5,11.5,51.0,-52.1,-73.3,-52.1,,TS,11.284313725490197,234.36274509803923,1916,12.5,,Tropical Storm
1916193N26289,1916-07-11 06:00:00,1916-07-15 18:00:00,38,25.9,25.9,35.4,-71.2,-83.6,-71.2,,TS,8.052631578947368,313.94736842105266,1916,4.5,,Tropical Storm
1916198S22130,1916-07-15 12:00:00,1916-07-20 00:00:00,37,-22.2,-45.4,-22.2,129.7,129.7,147.2,SI,NR,15.432432432432432,127.56756756756756,1916,4.5,South Indian,NR
1916207N25139,1916-07-25 10:00:00,1916-07-27 22:00:00,26,24.7,24.7,29.9,139.0,139.0,145.3,WP,TS,8.346153846153847,118.26923076923077,1916,2.5,Western Pacific,Tropical Storm
1916218N24266,1916-08-04 12:00:00,1916-08-06 18:00:00,19,24.0,24.0,25.2,-94.0,-99.5,-94.0,,TS,6.105263157894737,281.57894736842104,1916,2.25,,Tropical Storm
1916225N13305,1916-08-12 06:00:00,1916-08-20 00:00:00,64,13.4,13.4,31.2,-55.0,-102.5,-55.0,,TS,15.96875,291.875,1916,7.75,,Tropical Storm
1916225N22118,1916-08-12 10:00:00,1916-08-14 22:00:00,26,22.1,22.1,26.2,117.9,117.9,124.6,WP,TS,7.846153846153846,62.11538461538461,1916,2.5,Western Pacific,Tropical Storm
1916225N24137,1916-08-12 10:00:00,1916-08-13 22:00:00,16,24.3,24.3,27.4,137.4,137.4,141.7,WP,TS,8.25,51.5625,1916,1.5,Western Pacific,Tropical Storm
1916226N21089,1916-08-13 00:00:00,1916-08-14 03:00:00,10,20.7,20.7,20.8,88.6,83.6,88.6,NI,TS,10.3,271.5,1916,1.125,North Indian,Tropical Storm
1916230N26124,1916-08-17 10:00:00,1916-08-23 22:00:00,66,25.6,25.6,29.5,124.4,122.8,129.3,WP,TS,3.272727272727273,115.60606060606061,1916,6.5,Western Pacific,Tropical Storm
1916232N25080,1916-08-19 00:00:00,1916-08-22 03:00:00,26,24.8,24.7,25.5,80.2,73.5,80.3,NI,TS,4.8076923076923075,196.15384615384616,1916,3.125,North Indian,Tropical Storm
1916234N16300,1916-08-21 06:00:00,1916-08-26 06:00:00,42,16.0,16.0,29.0,-60.3,-80.8,-60.3,,TS,12.523809523809524,291.9047619047619,1916,5.0,,Tropical Storm
1916240N14312,1916-08-27 06:00:00,1916-09-02 12:00:00,51,14.0,14.0,18.2,-47.6,-91.0,-47.6,,TS,16.862745098039216,272.84313725490193,1916,6.25,,Tropical Storm
1916248N17128,1916-09-03 22:00:00,1916-09-08 22:00:00,51,16.6,16.6,20.4,127.8,108.2,127.8,WP,TS,9.72549019607843,279.4117647058824,1916,5.0,Western Pacific,Tropical Storm
1916249N24285,1916-09-04 12:00:00,1916-09-07 00:00:00,21,24.2,24.2,36.5,-75.5,-78.6,-75.5,,TS,13.238095238095237,170.95238095238096,1916,2.5,,Tropical Storm
1916258N20304,1916-09-13 12:00:00,1916-09-22 00:00:00,69,20.5,20.5,38.7,-56.0,-64.1,-37.5,,TS,11.159420289855072,114.05797101449275,1916,8.5,,Tropical Storm
1916260N13118,1916-09-15 22:00:00,1916-09-21 22:00:00,61,13.1,13.1,20.3,118.4,108.5,118.4,WP,TS,6.049180327868853,258.60655737704917,1916,6.0,Western Pacific,Tropical Storm
1916262N13315,1916-09-17 12:00:00,1916-09-25 00:00:00,61,13.0,13.0,42.0,-45.5,-67.8,-45.5,,TS,14.868852459016393,234.91803278688525,1916,7.5,,Tropical Storm
1916263N18091,1916-09-19 00:00:00,1916-09-28 03:00:00,74,18.0,18.0,25.9,91.0,74.6,91.0,NI,TS,5.148648648648648,299.6621621621622,1916,9.125,North Indian,Tropical Storm
1916266S32142,1916-09-21 12:00:00,1916-09-24 00:00:00,21,-31.6,-35.3,-31.6,141.5,141.5,151.2,SP,NR,9.047619047619047,116.66666666666667,1916,2.5,South Pacific,NR
1916267N19129,1916-09-22 22:00:00,1916-09-28 22:00:00,61,18.8,18.4,19.2,128.7,108.6,128.7,WP,TS,8.049180327868852,267.7049180327869,1916,6.0,Western Pacific,Tropical Storm
1916276N11129,1916-10-02 09:00:00,1916-10-10 21:00:00,69,11.0,11.0,31.5,129.0,126.1,141.0,WP,TS,8.231884057971014,120.5072463768116,1916,8.5,Western Pacific,Tropical Storm
1916276N18088,1916-10-02 00:00:00,1916-10-06 03:00:00,34,17.8,17.8,24.4,88.0,79.8,88.0,NI,TS,8.823529411764707,195.73529411764707,1916,4.125,North Indian,Tropical Storm
1916276N27285,1916-10-02 06:00:00,1916-10-05 00:00:00,23,26.5,26.5,31.7,-74.6,-83.0,-74.6,,TS,9.73913043478261,314.3478260869565,1916,2.75,,Tropical Storm
1916280N12301,1916-10-06 06:00:00,1916-10-15 00:00:00,71,11.7,11.7,48.5,-59.2,-64.7,-41.1,,TS,13.352112676056338,175.35211267605635,1916,8.75,,Tropical Storm
1916282N12119,1916-10-07 22:00:00,1916-10-10 22:00:00,31,12.0,12.0,17.0,118.6,105.7,118.6,WP,TS,11.193548387096774,292.0967741935484,1916,3.0,Western Pacific,Tropical Storm
1916282N15130,1916-10-08 09:00:00,1916-10-13 21:00:00,45,15.5,15.5,32.2,129.8,120.2,136.5,WP,TS,13.644444444444444,171.77777777777777,1916,5.5,Western Pacific,Tropical Storm
1916283N19284,1916-10-09 06:00:00,1916-10-19 12:00:00,84,18.5,16.0,38.5,-75.6,-90.8,-75.6,,TS,8.80952380952381,231.60714285714286,1916,10.25,,Tropical Storm
1916289N10088,1916-10-15 00:00:00,1916-10-24 03:00:00,74,9.6,9.6,17.4,87.9,59.4,87.9,NI,TS,7.878378378378378,285.27027027027026,1916,9.125,North Indian,Tropical Storm
1916295N12088,1916-10-21 00:00:00,1916-10-25 03:00:00,34,12.2,12.2,19.0,87.9,78.0,87.9,NI,TS,7.088235294117647,305.1470588235294,1916,4.125,North Indian,Tropical Storm
1916301N15092,1916-10-27 00:00:00,1916-10-30 03:00:00,26,15.1,15.1,16.2,91.9,81.2,91.9,NI,TS,8.23076923076923,275.38461538461536,1916,3.125,North Indian,Tropical Storm
1916305N23138,1916-10-31 09:00:00,1916-11-01 21:00:00,13,23.4,23.4,31.9,137.8,136.7,144.6,WP,TS,24.23076923076923,160.0,1916,1.5,Western Pacific,Tropical Storm
1916306N18090,1916-11-01 00:00:00,1916-11-02 03:00:00,10,18.1,18.1,22.8,90.2,90.2,93.3,NI,TS,12.4,32.0,1916,1.125,North Indian,Tropical Storm
1916308N10117,1916-11-03 10:00:00,1916-11-05 22:00:00,26,10.0,10.0,12.4,117.0,106.1,117.0,WP,NR,11.23076923076923,285.38461538461536,1916,2.5,Western Pacific,NR
1916309N18140,1916-11-04 09:00:00,1916-11-11 21:00:00,61,18.0,18.0,40.9,140.0,129.3,149.7,WP,NR,12.737704918032787,157.45901639344262,1916,7.5,Western Pacific,NR
1916312N15095,1916-11-07 00:00:00,1916-11-11 03:00:00,34,15.0,15.0,24.2,95.0,87.3,95.0,NI,TS,8.735294117647058,237.64705882352942,1916,4.125,North Indian,Tropical Storm
1916316N12285,1916-11-11 00:00:00,1916-11-16 06:00:00,43,12.3,12.3,27.0,-75.5,-86.0,-75.5,,TS,12.744186046511627,225.93023255813952,1916,5.25,,Tropical Storm
1916320N14130,1916-11-15 10:00:00,1916-11-17 22:00:00,26,14.0,14.0,14.8,129.7,124.6,129.7,WP,TS,4.961538461538462,279.2307692307692,1916,2.5,Western Pacific,Tropical Storm
1916320N15139,1916-11-15 09:00:00,1916-11-18 21:00:00,29,15.2,15.2,41.5,138.7,133.9,152.4,WP,TS,23.862068965517242,138.9655172413793,1916,3.5,Western Pacific,Tropical Storm
1916326N09088,1916-11-21 00:00:00,1916-11-23 03:00:00,18,8.8,8.8,12.6,87.6,78.7,87.6,NI,TS,11.0,292.5,1916,2.125,North Indian,Tropical Storm
1916356S10059,1916-12-21 06:00:00,1916-12-29 06:00:00,65,-10.2,-17.3,-10.2,59.4,40.5,59.5,SI,TS,6.538461538461538,229.84615384615384,1916,8.0,South Indian,Tropical Storm
1916361S19152,1916-12-25 23:00:00,1916-12-27 23:00:00,19,-19.4,-23.1,-19.4,152.1,146.3,152.1,SP,TS,8.421052631578947,236.05263157894737,1916,2.0,South Pacific,Tropical Storm
1916363S17152,1916-12-27 23:00:00,1916-12-29 23:00:00,21,-16.7,-22.8,-16.7,152.1,140.7,152.1,SP,NR,15.619047619047619,242.38095238095238,1916,2.0,South Pacific,NR
1917001S18141,1916-12-31 23:00:00,1917-01-03 23:00:00,28,-17.7,-22.6,-17.7,140.5,140.5,149.0,SP,NR,7.964285714285714,118.21428571428571,1916,3.0,South Pacific,NR
1917003S18140,1917-01-02 23:00:00,1917-01-05 23:00:00,31,-17.8,-22.7,-17.8,140.4,140.4,148.9,SP,NR,7.967741935483871,118.87096774193549,1917,3.0,South Pacific,NR
1917004S16122,1917-01-04 01:00:00,1917-01-06 01:00:00,19,-16.0,-20.5,-16.0,122.0,122.0,123.3,SI,NR,5.842105263157895,167.3684210526316,1917,2.0,South Indian,NR
1917021S12052,1917-01-21 06:00:00,1917-01-30 06:00:00,73,-12.0,-39.4,-12.0,51.6,46.2,67.3,SI,NR,10.219178082191782,179.5205479452055,1917,9.0,South Indian,NR
1917025S13051,1917-01-25 06:00:00,1917-02-01 06:00:00,57,-12.5,-38.3,-12.5,50.5,46.2,66.4,SI,TS,12.280701754385966,162.71929824561403,1917,7.0,South Indian,Tropical Storm
1917032S11054,1917-01-31 18:00:00,1917-02-07 06:00:00,53,-11.0,-38.3,-11.0,54.0,46.3,66.3,SI,NR,14.849056603773585,176.69811320754718,1917,6.5,South Indian,NR
1917032S13058,1917-02-01 06:00:00,1917-02-13 06:00:00,97,-12.5,-31.3,-12.5,58.3,43.2,59.0,SI,NR,7.34020618556701,185.61855670103094,1917,12.0,South Indian,NR
1917032S13418,1917-01-31 18:00:00,1917-02-10 06:00:00,77,-12.6,-31.1,-12.6,58.1,43.2,58.1,SI,NR,9.012987012987013,197.53246753246754,1917,9.5,South Indian,NR
1917040S13051,1917-02-09 00:00:00,1917-02-15 00:00:00,49,-12.6,-38.3,-12.6,51.1,46.2,66.3,SI,TS,14.775510204081632,171.42857142857142,1917,6.0,South Indian,Tropical Storm
1917040S13057,1917-02-09 00:00:00,1917-02-18 00:00:00,73,-13.0,-31.1,-13.0,57.1,43.2,58.0,SI,TS,9.219178082191782,194.93150684931507,1917,9.0,South Indian,Tropical Storm
1917060S14068,1917-03-01 06:00:00,1917-03-05 06:00:00,33,-13.7,-24.1,-13.7,68.4,67.8,69.1,SI,NR,6.606060606060606,153.1818181818182,1917,4.0,South Indian,NR
1917060S14069,1917-02-28 18:00:00,1917-03-03 06:00:00,21,-14.0,-23.3,-14.0,68.5,68.0,68.7,SI,NR,9.238095238095237,170.47619047619048,1917,2.5,South Indian,NR
1917068S15068,1917-03-09 00:00:00,1917-03-11 00:00:00,17,-14.9,-23.3,-14.9,68.4,68.0,68.7,SI,TS,10.705882352941176,167.05882352941177,1917,2.0,South Indian,Tropical Storm
1917070S17114,1917-03-11 06:00:00,1917-03-17 06:00:00,54,-17.3,-28.7,-17.3,113.8,113.5,114.8,SI,NR,4.555555555555555,157.22222222222223,1917,6.0,South Indian,NR
1917071S11063,1917-03-12 06:00:00,1917-03-16 06:00:00,33,-10.9,-22.4,-10.9,63.0,60.9,63.2,SI,TS,7.666666666666667,163.1818181818182,1917,4.0,South Indian,Tropical Storm
1917073S21115,1917-03-14 01:00:00,1917-03-15 01:00:00,13,-20.6,-23.7,-20.6,115.1,115.1,118.0,SI,NR,14.076923076923077,139.23076923076923,1917,1.0,South Indian,NR
1917085S13148,1917-03-25 23:00:00,1917-03-28 23:00:00,29,-13.3,-21.4,-13.3,147.6,147.6,163.8,SP,NR,15.413793103448276,113.79310344827586,1917,3.0,South Pacific,NR
1917087S13147,1917-03-27 23:00:00,1917-03-30 23:00:00,31,-13.4,-21.4,-13.4,147.3,147.3,163.6,SP,NR,14.838709677419354,114.03225806451613,1917,3.0,South Pacific,NR
1917087S19118,1917-03-28 01:00:00,1917-03-29 01:00:00,11,-19.0,-22.7,-19.0,118.2,117.0,118.2,SI,TS,10.454545454545455,175.9090909090909,1917,1.0,South Indian,Tropical Storm
1917091S19115,1917-04-01 06:00:00,1917-04-06 06:00:00,41,-19.4,-32.1,-19.4,114.9,111.9,114.9,SI,NR,6.536585365853658,155.0,1917,5.0,South Indian,NR
1917092S10134,1917-04-01 12:00:00,1917-04-07 00:00:00,45,-10.1,-30.9,-10.1,134.3,112.1,134.3,SI,NR,15.088888888888889,214.88888888888889,1917,5.5,South Indian,NR
1917121N10084,1917-05-01 00:00:00,1917-05-04 03:00:00,26,9.9,9.9,24.8,83.5,83.3,87.3,NI,TS,12.307692307692308,159.6153846153846,1917,3.125,North Indian,Tropical Storm
1917164N22089,1917-06-13 00:00:00,1917-06-16 03:00:00,26,22.0,22.0,26.0,89.0,77.5,89.0,NI,TS,8.807692307692308,290.7692307692308,1917,3.125,North Indian,Tropical Storm
1917165N20067,1917-06-14 00:00:00,1917-06-15 03:00:00,10,19.6,19.6,22.3,67.4,64.1,67.4,NI,TS,8.8,311.0,1917,1.125,North Indian,Tropical Storm
1917177N20088,1917-06-26 00:00:00,1917-06-30 03:00:00,34,19.9,19.9,25.0,88.0,79.0,88.0,NI,TS,6.0,233.97058823529412,1917,4.125,North Indian,Tropical Storm
1917188N12301,1917-07-06 12:00:00,1917-07-14 12:00:00,65,12.0,12.0,22.0,-59.0,-98.0,-59.0,,TS,12.507692307692308,287.2307692307692,1917,8.0,,Tropical Storm
1917193N19124,1917-07-12 10:00:00,1917-07-15 22:00:00,36,19.2,19.2,25.9,124.3,110.0,124.3,WP,TS,11.055555555555555,302.77777777777777,1917,3.5,Western Pacific,Tropical Storm
1917198N14127,1917-07-16 22:00:00,1917-07-22 22:00:00,61,13.8,13.8,26.6,126.6,115.0,126.6,WP,TS,8.229508196721312,250.7377049180328,1917,6.0,Western Pacific,Tropical Storm
1917211N22127,1917-07-29 22:00:00,1917-08-01 22:00:00,31,21.5,21.5,28.0,126.7,126.7,133.0,WP,TS,7.290322580645161,40.806451612903224,1917,3.0,Western Pacific,Tropical Storm
1917211N23090,1917-07-30 00:00:00,1917-08-03 03:00:00,34,22.9,22.9,25.4,90.1,82.0,90.1,NI,TS,4.794117647058823,250.0,1917,4.125,North Indian,Tropical Storm
1917218N32293,1917-08-06 00:00:00,1917-08-11 18:00:00,47,32.0,32.0,56.0,-67.5,-73.6,-53.0,,TS,14.404255319148936,193.29787234042553,1917,5.75,,Tropical Storm
1917219N21088,1917-08-07 00:00:00,1917-08-10 03:00:00,26,20.8,20.8,27.5,87.5,73.5,87.5,NI,TS,11.5,298.2692307692308,1917,3.125,North Indian,Tropical Storm
1917223N15127,1917-08-10 22:00:00,1917-08-13 22:00:00,31,15.1,15.1,22.0,127.2,114.9,127.2,WP,TS,11.419354838709678,300.96774193548384,1917,3.0,Western Pacific,Tropical Storm
1917228N16128,1917-08-15 21:00:00,1917-08-22 21:00:00,57,15.6,15.6,38.4,128.0,115.0,128.0,WP,NR,10.56140350877193,272.280701754386,1917,7.0,Western Pacific,NR
1917239N13132,1917-08-27 09:00:00,1917-09-05 21:00:00,77,12.8,12.8,40.6,131.5,125.8,140.7,WP,TS,9.415584415584416,105.71428571428571,1917,9.5,Western Pacific,Tropical Storm
1917242N16316,1917-08-30 06:00:00,1917-09-07 18:00:00,69,15.5,15.5,63.0,-44.5,-63.8,-23.0,,TS,19.956521739130434,184.1304347826087,1917,8.5,,Tropical Storm
1917245S31150,1917-09-01 12:00:00,1917-09-02 00:00:00,5,-30.6,-32.2,-30.6,150.4,149.8,150.4,SP,NR,8.0,199.0,1917,0.5,South Pacific,NR
1917246N16116,1917-09-02 22:00:00,1917-09-04 22:00:00,21,16.4,16.0,16.8,116.0,108.0,116.0,WP,NR,10.047619047619047,272.6190476190476,1917,2.0,Western Pacific,NR
1917247N11127,1917-09-04 09:00:00,1917-09-12 09:00:00,65,11.0,11.0,47.4,126.9,120.2,147.0,WP,TS,15.784615384615385,153.6153846153846,1917,8.0,Western Pacific,Tropical Storm
1917248N18087,1917-09-05 00:00:00,1917-09-09 03:00:00,34,17.9,17.9,25.9,87.0,78.0,87.0,NI,TS,7.029411764705882,315.5882352941176,1917,4.125,North Indian,Tropical Storm
1917251N14133,1917-09-08 09:00:00,1917-09-16 21:00:00,69,14.3,14.3,33.7,132.7,115.8,138.1,WP,NR,12.405797101449275,206.66666666666666,1917,8.5,Western Pacific,NR
1917263N13303,1917-09-20 00:00:00,1917-09-30 06:00:00,84,13.4,13.4,32.0,-57.1,-89.4,-57.1,,TS,10.44047619047619,239.10714285714286,1917,10.25,,Tropical Storm
1917267N10129,1917-09-24 09:00:00,1917-10-01 21:00:00,61,10.0,10.0,48.1,128.8,126.3,145.5,WP,NR,14.540983606557377,125.40983606557377,1917,7.5,Western Pacific,NR
1917270N15116,1917-09-27 10:00:00,1917-09-30 22:00:00,36,14.6,14.2,14.7,116.0,107.1,116.0,WP,NR,6.25,267.77777777777777,1917,3.5,Western Pacific,NR
1917274N19089,1917-10-01 00:00:00,1917-10-08 03:00:00,58,19.3,19.2,24.4,88.5,82.9,89.0,NI,TS,4.586206896551724,118.1896551724138,1917,7.125,North Indian,Tropical Storm
1917276N13133,1917-10-03 09:00:00,1917-10-10 21:00:00,61,13.1,13.1,35.4,133.4,123.5,136.9,WP,NR,11.442622950819672,176.80327868852459,1917,7.5,Western Pacific,NR
1917286N13131,1917-10-13 09:00:00,1917-10-16 21:00:00,29,12.6,12.6,32.1,130.6,122.9,130.6,WP,TS,16.551724137931036,232.75862068965517,1917,3.5,Western Pacific,Tropical Storm
1917292N10073,1917-10-19 00:00:00,1917-10-26 03:00:00,58,10.3,10.3,25.6,73.1,68.6,73.2,NI,TS,6.327586206896552,274.7413793103448,1917,7.125,North Indian,Tropical Storm
1917296N12131,1917-10-23 09:00:00,1917-10-26 21:00:00,29,12.4,12.4,42.9,131.4,130.0,150.2,WP,TS,26.24137931034483,86.55172413793103,1917,3.5,Western Pacific,Tropical Storm
1917297N11093,1917-10-24 00:00:00,1917-10-31 03:00:00,58,11.2,11.2,23.4,93.3,86.3,93.3,NI,TS,5.637931034482759,212.06896551724137,1917,7.125,North Indian,Tropical Storm
1917313N11126,1917-11-09 10:00:00,1917-11-13 22:00:00,46,11.4,10.4,11.4,126.3,108.9,126.4,WP,TS,9.608695652173912,258.2608695652174,1917,4.5,Western Pacific,Tropical Storm
1917347S18163,1917-12-12 23:00:00,1917-12-17 17:00:00,48,-17.8,-23.2,-17.6,163.0,148.9,165.0,SP,TS,16.4375,161.875,1917,4.75,South Pacific,Tropical Storm
1917349S18164,1917-12-14 23:00:00,1917-12-19 23:00:00,51,-17.7,-23.4,-17.7,163.6,149.5,167.3,SP,NR,16.470588235294116,152.94117647058823,1917,5.0,South Pacific,NR
1917352S12123,1917-12-17 12:00:00,1917-12-20 01:00:00,25,-12.0,-22.3,-11.8,123.1,121.0,123.2,SI,NR,12.24,196.2,1917,2.5416666666666665,South Indian,NR
1917353S18121,1917-12-18 12:00:00,1917-12-22 00:00:00,32,-17.5,-35.6,-17.5,121.2,115.4,134.2,SI,NR,20.84375,159.84375,1917,3.5,South Indian,NR
1918001S11070,1918-01-01 06:00:00,1918-01-07 06:00:00,49,-10.8,-26.8,-10.8,69.9,63.6,69.9,SI,NR,7.204081632653061,196.0204081632653,1918,6.0,South Indian,NR
1918001S12070,1918-01-01 06:00:00,1918-01-05 06:00:00,33,-11.6,-25.7,-11.6,69.6,64.0,69.6,SI,NR,9.484848484848484,201.66666666666666,1918,4.0,South Indian,NR
1918009S12070,1918-01-09 00:00:00,1918-01-13 00:00:00,33,-11.6,-25.7,-11.6,69.6,64.0,69.6,SI,TS,9.575757575757576,201.96969696969697,1918,4.0,South Indian,Tropical Storm
1918014N07086,1918-01-14 00:00:00,1918-01-18 03:00:00,34,6.7,6.7,14.1,86.2,80.8,86.2,NI,TS,5.676470588235294,324.2647058823529,1918,4.125,North Indian,Tropical Storm
1918019S19152,1918-01-19 00:00:00,1918-01-21 00:00:00,17,-18.7,-22.3,-18.7,151.7,146.0,151.7,SP,TS,8.823529411764707,245.88235294117646,1918,2.0,South Pacific,Tropical Storm
1918020S19152,1918-01-19 23:00:00,1918-01-22 23:00:00,28,-18.5,-22.8,-18.5,151.9,142.0,151.9,SP,NR,8.892857142857142,244.82142857142858,1918,3.0,South Pacific,NR
1918021S16153,1918-01-20 23:00:00,1918-02-01 23:00:00,121,-15.8,-32.9,-15.8,153.1,137.0,153.3,SP,NR,7.661157024793388,199.87603305785123,1918,12.0,South Pacific,NR
1918029S14061,1918-01-28 18:00:00,1918-02-09 06:00:00,93,-13.8,-26.3,-13.8,61.0,45.0,61.0,SI,TS,4.89247311827957,229.6236559139785,1918,11.5,South Indian,Tropical Storm
1918031S18120,1918-01-30 12:00:00,1918-02-09 00:00:00,83,-17.6,-43.2,-17.3,119.7,113.3,151.1,SI,NR,13.0,163.79518072289156,1918,9.5,South Indian,NR
1918032S10051,1918-01-31 18:00:00,1918-02-07 18:00:00,57,-9.7,-23.0,-9.7,50.7,42.0,50.7,SI,NR,6.175438596491228,206.57894736842104,1918,7.0,South Indian,NR
1918032S14061,1918-02-01 06:00:00,1918-02-14 06:00:00,105,-13.6,-27.2,-13.6,61.2,45.2,61.2,SI,NR,4.609523809523809,219.47619047619048,1918,13.0,South Indian,NR
1918033S10050,1918-02-02 06:00:00,1918-02-11 06:00:00,73,-10.4,-26.4,-10.4,49.7,43.0,49.7,SI,NR,5.534246575342466,185.95890410958904,1918,9.0,South Indian,NR
1918040S11050,1918-02-09 00:00:00,1918-02-17 00:00:00,65,-10.6,-25.8,-10.6,49.6,42.0,49.6,SI,TS,6.3538461538461535,191.30769230769232,1918,8.0,South Indian,Tropical Storm
1918043S17163,1918-02-11 12:00:00,1918-02-12 18:00:00,11,-17.2,-22.7,-17.2,162.9,162.5,165.0,SP,TS,11.909090909090908,169.54545454545453,1918,1.25,South Pacific,Tropical Storm
1918044S17164,1918-02-12 23:00:00,1918-02-13 23:00:00,11,-16.7,-18.3,-16.7,163.7,162.4,163.7,SP,NR,5.0,217.72727272727272,1918,1.0,South Pacific,NR
1918067S14154,1918-03-07 23:00:00,1918-03-11 23:00:00,39,-13.5,-23.9,-13.5,153.5,140.3,153.5,SP,TS,11.35897435897436,227.17948717948718,1918,4.0,South Pacific,Tropical Storm
1918069S14153,1918-03-09 23:00:00,1918-03-13 23:00:00,41,-13.6,-24.0,-13.6,153.4,140.5,153.4,SP,NR,11.146341463414634,232.8048780487805,1918,4.0,South Pacific,NR
1918070S12062,1918-03-11 00:00:00,1918-03-13 00:00:00,17,-11.9,-13.5,-11.9,61.6,55.1,61.6,SI,TS,8.176470588235293,257.05882352941177,1918,2.0,South Indian,Tropical Storm
1918070S21048,1918-03-11 06:00:00,1918-03-16 06:00:00,41,-20.9,-29.2,-20.9,48.1,48.1,64.6,SI,NR,8.609756097560975,122.92682926829268,1918,5.0,South Indian,NR
1918071N16129,1918-03-12 09:00:00,1918-03-17 21:00:00,45,16.0,16.0,45.8,128.5,128.0,153.5,WP,TS,17.155555555555555,72.0,1918,5.5,Western Pacific,Tropical Storm
1918074S17162,1918-03-14 23:00:00,1918-03-17 10:00:00,25,-16.7,-26.9,-16.7,161.5,159.1,162.0,SP,TS,12.0,177.8,1918,2.4583333333333335,South Pacific,Tropical Storm
1918076S17162,1918-03-16 23:00:00,1918-03-18 23:00:00,21,-16.9,-25.3,-16.9,161.7,159.0,161.7,SP,NR,11.523809523809524,190.95238095238096,1918,2.0,South Pacific,NR
1918078S21048,1918-03-18 18:00:00,1918-03-22 06:00:00,29,-21.1,-28.8,-21.1,48.4,48.4,62.8,SI,TS,11.03448275862069,124.65517241379311,1918,3.5,South Indian,Tropical Storm
1918080S12062,1918-03-20 18:00:00,1918-03-23 06:00:00,21,-11.7,-13.5,-11.7,62.1,55.1,62.1,SI,NR,7.0476190476190474,253.57142857142858,1918,2.5,South Indian,NR
1918080S12063,1918-03-21 06:00:00,1918-03-25 06:00:00,33,-11.6,-13.8,-11.6,62.6,53.1,62.6,SI,NR,5.848484848484849,258.030303030303,1918,4.0,South Indian,NR
1918085S18162,1918-03-25 23:00:00,1918-03-26 23:00:00,11,-18.2,-21.0,-18.2,161.8,160.7,161.8,SP,NR,7.545454545454546,200.45454545454547,1918,1.0,South Pacific,NR
1918091S13064,1918-03-31 18:00:00,1918-04-05 06:00:00,37,-12.9,-17.6,-12.9,64.0,51.7,64.1,SI,NR,8.594594594594595,239.72972972972974,1918,4.5,South Indian,NR
1918099N06143,1918-04-08 22:00:00,1918-04-17 22:00:00,91,6.3,6.3,28.4,142.5,126.1,145.9,WP,TS,11.824175824175825,185.21978021978023,1918,9.0,Western Pacific,Tropical Storm
1918099S08130,1918-04-08 12:00:00,1918-04-12 00:00:00,29,-8.0,-12.6,-8.0,129.8,120.1,129.8,SI,NR,7.551724137931035,245.17241379310346,1918,3.5,South Indian,NR
1918099S13062,1918-04-09 00:00:00,1918-04-11 00:00:00,17,-13.2,-15.8,-13.2,61.9,54.3,61.9,SI,TS,9.823529411764707,247.94117647058823,1918,2.0,South Indian,Tropical Storm
1918101S13061,1918-04-11 06:00:00,1918-04-14 06:00:00,25,-13.4,-21.8,-13.4,61.3,61.0,66.6,SI,TS,9.24,154.4,1918,3.0,South Indian,Tropical Storm
1918144N21091,1918-05-24 00:00:00,1918-05-25 03:00:00,10,20.8,20.8,21.6,90.8,90.8,92.2,NI,TS,3.6,59.0,1918,1.125,North Indian,Tropical Storm
1918164N19114,1918-06-13 10:00:00,1918-06-16 22:00:00,36,18.7,18.7,19.7,113.5,107.6,113.5,WP,TS,4.138888888888889,266.25,1918,3.5,Western Pacific,Tropical Storm
1918165N21088,1918-06-14 00:00:00,1918-06-18 03:00:00,34,21.4,21.4,23.9,87.5,81.9,87.6,NI,TS,4.029411764705882,183.8235294117647,1918,4.125,North Indian,Tropical Storm
1918175N11139,1918-06-24 10:00:00,1918-07-01 22:00:00,76,10.8,10.8,24.5,139.4,114.3,139.4,WP,TS,9.947368421052632,299.5394736842105,1918,7.5,Western Pacific,Tropical Storm
1918188N13146,1918-07-06 22:00:00,1918-07-11 22:00:00,51,13.0,13.0,25.2,146.0,128.2,146.0,WP,TS,12.235294117647058,242.84313725490196,1918,5.0,Western Pacific,Tropical Storm
