sid,start_time,end_time,observation_count,lat_first,lat_min,lat_max,lon_first,lon_min,lon_max,basin,nature,storm_speed_mean,storm_dir_mean,season,duration_days,basin_name,storm_type
1996268N15140,1996-09-23 18:00:00,1996-10-05 12:00:00,95,14.9,14.9,33.5,140.3,125.2,180.4,WP,TS,14.705263157894738,161.57894736842104,1996,11.75,Western Pacific,Tropical Storm
1996269N09337,1996-09-24 12:00:00,1996-10-02 12:00:00,65,8.6,8.6,43.0,-23.3,-43.2,-23.3,,TS,15.815384615384616,197.53846153846155,1996,8.0,,Tropical Storm
1996272N16250,1996-09-27 18:00:00,1996-10-09 00:00:00,91,16.3,14.8,17.1,-110.0,-120.8,-110.0,EP,TS,4.186813186813187,216.7032967032967,1996,11.25,Eastern Pacific,Tropical Storm
1996274N13261,1996-09-30 06:00:00,1996-10-04 18:00:00,38,12.6,12.6,22.0,-98.7,-105.6,-98.7,EP,TS,7.578947368421052,231.71052631578948,1996,4.5,Eastern Pacific,Tropical Storm
1996275N15082,1996-10-01 03:00:00,1996-10-02 06:00:00,10,15.0,15.0,16.0,82.0,78.5,82.0,NI,TS,8.7,286.0,1996,1.125,North Indian,Tropical Storm
1996279N23264,1996-10-04 18:00:00,1996-10-16 00:00:00,92,22.7,22.7,63.0,-96.2,-96.2,-15.4,,ET,18.630434782608695,106.79347826086956,1996,11.25,,Extratropical
1996282N11162,1996-10-07 12:00:00,1996-10-22 18:00:00,123,10.9,10.9,18.9,162.2,108.7,162.2,WP,TS,9.357723577235772,264.2682926829268,1996,15.25,Western Pacific,Tropical Storm
1996283N12133,1996-10-09 06:00:00,1996-10-17 12:00:00,67,12.0,12.0,19.8,133.0,109.9,133.0,WP,NR,8.611940298507463,269.7761194029851,1996,8.25,Western Pacific,NR
1996284N09158,1996-10-10 00:00:00,1996-10-18 06:00:00,67,8.9,8.9,27.0,158.4,138.5,158.4,WP,NR,8.701492537313433,314.1044776119403,1996,8.25,Western Pacific,NR
1996286N17274,1996-10-11 12:00:00,1996-10-12 18:00:00,11,17.3,15.7,17.3,-86.5,-88.4,-86.5,,TS,4.818181818181818,228.1818181818182,1996,1.25,,Tropical Storm
1996288N09092,1996-10-14 00:00:00,1996-11-02 06:00:00,155,9.1,7.7,20.1,91.7,51.9,91.7,NI,NR,6.961290322580645,233.09677419354838,1996,19.25,North Indian,NR
1996289N13280,1996-10-14 12:00:00,1996-10-29 00:00:00,118,12.8,12.8,54.5,-80.4,-84.5,1.0,,TS,14.728813559322035,105.72033898305085,1996,14.5,,Tropical Storm
1996289S05093,1996-10-15 00:00:00,1996-10-24 00:00:00,73,-4.6,-13.5,-4.6,93.0,42.2,93.0,SI,TS,14.726027397260275,261.3013698630137,1996,9.0,South Indian,Tropical Storm
1996291N17168,1996-10-17 00:00:00,1996-10-27 00:00:00,81,17.0,15.1,41.9,168.0,144.8,168.0,WP,TS,13.11111111111111,205.1851851851852,1996,10.0,Western Pacific,Tropical Storm
1996296N09093,1996-10-21 18:00:00,1996-10-29 06:00:00,61,9.1,9.1,25.6,93.2,85.3,93.2,NI,NR,7.590163934426229,220.24590163934425,1996,7.5,North Indian,NR
1996299N11121,1996-10-24 12:00:00,1996-10-31 18:00:00,59,10.5,5.7,15.7,121.0,96.7,121.0,WP,NR,10.864406779661017,259.5762711864407,1996,7.25,Western Pacific,NR
1996302S07095,1996-10-28 00:00:00,1996-11-12 12:00:00,160,-6.7,-23.3,-6.7,94.8,74.2,96.4,SI,TS,6.14375,235.90625,1996,15.5,South Indian,Tropical Storm
1996303N07155,1996-10-29 00:00:00,1996-11-09 18:00:00,95,7.0,4.9,18.5,155.0,117.7,155.0,WP,NR,9.357894736842105,278.2105263157895,1996,11.75,Western Pacific,NR
1996305N11121,1996-10-31 06:00:00,1996-11-04 06:00:00,33,10.8,10.8,17.3,120.8,102.2,120.8,WP,TS,12.727272727272727,271.969696969697,1996,4.0,Western Pacific,Tropical Storm
1996306N15097,1996-11-01 00:00:00,1996-11-07 18:00:00,56,15.0,15.0,17.8,97.3,77.7,97.3,NI,NR,7.410714285714286,277.14285714285717,1996,6.75,North Indian,NR
1996307N09154,1996-11-02 00:00:00,1996-11-14 06:00:00,99,9.1,9.1,43.6,154.0,131.2,174.8,WP,TS,14.929292929292929,202.4747474747475,1996,12.25,Western Pacific,Tropical Storm
1996309N21175,1996-11-04 06:00:00,1996-11-12 00:00:00,63,21.4,21.4,27.6,175.1,169.0,180.9,WP,NR,7.857142857142857,169.68253968253967,1996,7.75,Western Pacific,NR
1996312N13251,1996-11-07 00:00:00,1996-11-11 12:00:00,37,12.5,12.5,15.7,-109.2,-128.0,-109.2,EP,TS,10.405405405405405,279.5945945945946,1996,4.5,Eastern Pacific,Tropical Storm
1996312N14125,1996-11-06 12:00:00,1996-11-18 06:00:00,95,13.8,9.4,20.4,125.4,99.2,125.4,WP,TS,8.263157894736842,230.42105263157896,1996,11.75,Western Pacific,Tropical Storm
1996318N33146,1996-11-13 03:00:00,1996-11-15 00:00:00,16,32.7,32.7,61.0,146.2,146.2,178.9,WP,ET,53.4375,96.875,1996,1.875,Western Pacific,Extratropical
1996319N11283,1996-11-13 12:00:00,1996-11-26 18:00:00,107,10.5,10.5,20.2,-77.5,-84.8,-74.5,,TS,5.785046728971962,151.02803738317758,1996,13.25,,Tropical Storm
1996324S04164,1996-11-19 00:00:00,1996-12-01 06:00:00,99,-4.0,-24.9,-4.0,163.5,158.3,170.0,SP,TS,7.02020202020202,188.23232323232324,1996,12.25,South Pacific,Tropical Storm
1996325S08104,1996-11-20 00:00:00,1996-12-11 00:00:00,169,-7.5,-26.2,-3.5,103.7,55.2,103.7,SI,TS,8.100591715976332,237.18934911242604,1996,21.0,South Indian,Tropical Storm
1996328N08151,1996-11-23 00:00:00,1996-12-02 00:00:00,73,8.0,8.0,18.3,151.0,125.6,151.0,WP,NR,9.534246575342467,264.3835616438356,1996,9.0,Western Pacific,NR
1996332N09092,1996-11-26 12:00:00,1996-12-07 12:00:00,89,8.9,8.9,15.3,92.3,76.3,92.3,NI,TS,6.651685393258427,237.86516853932585,1996,11.0,North Indian,Tropical Storm
1996339S03094,1996-12-03 12:00:00,1996-12-16 12:00:00,105,-3.0,-19.6,-3.0,94.0,69.7,95.0,SI,TS,6.752380952380952,225.85714285714286,1996,13.0,South Indian,Tropical Storm
1996346S09129,1996-12-10 12:00:00,1996-12-17 06:00:00,81,-8.7,-20.3,-8.7,129.0,123.4,129.0,SI,TS,6.098765432098766,171.97530864197532,1996,6.75,South Indian,Tropical Storm
1996348N04104,1996-12-12 18:00:00,1996-12-21 00:00:00,67,4.2,3.2,5.2,103.7,103.7,110.5,WP,NR,4.074626865671642,189.55223880597015,1996,8.25,Western Pacific,NR
1996348S09108,1996-12-13 10:00:00,1996-12-27 06:00:00,141,-9.1,-17.1,-9.1,107.9,107.9,117.7,SI,TS,4.638297872340425,167.7659574468085,1996,13.833333333333334,South Indian,Tropical Storm
1996353N05151,1996-12-17 12:00:00,1996-12-30 12:00:00,105,5.2,5.2,21.1,151.3,138.0,158.0,WP,TS,7.714285714285714,181.0952380952381,1996,13.0,Western Pacific,Tropical Storm
1996354S05170,1996-12-19 06:00:00,1997-01-01 12:00:00,107,-4.9,-52.0,-4.9,170.1,158.1,209.0,SP,TS,15.14018691588785,176.1214953271028,1996,13.25,South Pacific,Tropical Storm
1996356N08110,1996-12-21 06:00:00,1996-12-27 06:00:00,49,7.8,3.3,8.0,110.0,110.0,126.1,WP,NR,7.183673469387755,104.28571428571429,1996,6.0,Western Pacific,NR
1996357S10136,1996-12-22 06:00:00,1997-01-16 12:00:00,240,-10.0,-19.5,-10.0,136.0,71.4,139.5,SP,TS,8.025,231.10416666666666,1996,25.25,South Pacific,Tropical Storm
1996361S12060,1996-12-25 18:00:00,1997-01-11 06:00:00,133,-12.0,-33.9,-12.0,60.0,43.0,60.0,SI,TS,5.894736842105263,134.54887218045113,1996,16.5,South Indian,Tropical Storm
1996364N17145,1996-12-29 06:00:00,1996-12-31 12:00:00,19,17.2,16.7,17.2,144.6,144.6,147.2,WP,NR,4.526315789473684,126.05263157894737,1996,2.25,Western Pacific,NR
1996365S15137,1996-12-30 00:00:00,1997-01-11 12:00:00,141,-14.9,-29.6,-11.0,137.1,118.4,137.1,SP,TS,7.184397163120567,204.7872340425532,1996,12.5,South Pacific,Tropical Storm
1997001S10176,1997-01-01 00:00:00,1997-01-13 12:00:00,101,-10.3,-53.0,-10.3,175.5,158.6,186.0,SP,TS,12.544554455445544,184.5049504950495,1997,12.5,South Pacific,Tropical Storm
1997008S16093,1997-01-07 12:00:00,1997-01-13 18:00:00,51,-15.7,-26.1,-15.7,92.8,81.9,92.8,SI,TS,6.254901960784314,206.66666666666666,1997,6.25,South Indian,Tropical Storm
1997009S16188,1997-01-08 12:00:00,1997-01-19 00:00:00,85,-15.5,-50.0,-13.2,-171.7,-174.3,-145.0,SP,TS,13.576470588235294,158.23529411764707,1997,10.5,South Pacific,Tropical Storm
1997011N04176,1997-01-11 00:00:00,1997-01-27 12:00:00,133,4.0,3.9,11.3,176.0,127.6,176.0,WP,NR,8.593984962406015,260.187969924812,1997,16.5,Western Pacific,NR
1997013S08101,1997-01-13 06:00:00,1997-02-14 12:00:00,350,-8.3,-20.7,-8.3,100.5,53.9,100.5,SI,TS,5.58,199.61428571428573,1997,32.25,South Indian,Tropical Storm
1997018S10074,1997-01-17 18:00:00,1997-01-30 00:00:00,99,-9.9,-17.1,-9.9,74.0,67.8,74.0,SI,TS,3.4242424242424243,221.8181818181818,1997,12.25,South Indian,Tropical Storm
1997018S11059,1997-01-18 00:00:00,1997-01-31 18:00:00,111,-11.1,-35.1,-11.1,58.8,36.1,58.8,SI,TS,7.36036036036036,210.76576576576576,1997,13.75,South Indian,Tropical Storm
1997021S16172,1997-01-20 12:00:00,1997-02-05 12:00:00,129,-15.9,-53.5,-15.9,172.0,-179.4,190.5,SP,TS,7.6434108527131785,155.96899224806202,1997,16.0,South Pacific,Tropical Storm
1997032S17055,1997-02-01 00:00:00,1997-02-17 06:00:00,131,-16.8,-38.0,-12.9,55.0,40.0,55.0,SI,TS,6.809160305343512,200.38167938931298,1997,16.25,South Indian,Tropical Storm
1997039S10155,1997-02-08 00:00:00,1997-02-13 00:00:00,41,-10.0,-19.7,-10.0,155.0,146.5,155.0,SP,TS,7.146341463414634,198.29268292682926,1997,5.0,South Pacific,Tropical Storm
1997042S13096,1997-02-11 00:00:00,1997-02-26 06:00:00,123,-13.2,-39.9,-12.9,95.6,55.6,95.6,SI,TS,9.211382113821138,241.3008130081301,1997,15.25,South Indian,Tropical Storm
1997045S11163,1997-02-14 06:00:00,1997-02-24 00:00:00,79,-11.0,-34.5,-11.0,163.0,155.1,175.0,SP,TS,9.721518987341772,158.9873417721519,1997,9.75,South Pacific,Tropical Storm
1997048S12103,1997-02-16 12:00:00,1997-02-26 06:00:00,79,-12.1,-23.1,-12.1,103.3,103.3,115.9,SI,TS,6.89873417721519,190.37974683544303,1997,9.75,South Indian,Tropical Storm
1997053S12142,1997-02-22 06:00:00,1997-02-25 00:00:00,23,-12.0,-22.8,-12.0,142.0,142.0,148.8,SP,TS,13.695652173913043,153.91304347826087,1997,2.75,South Pacific,Tropical Storm
1997053S16206,1997-02-21 18:00:00,1997-02-24 12:00:00,23,-16.1,-21.2,-16.1,-154.0,-162.7,-154.0,SP,TS,9.0,242.17391304347825,1997,2.75,South Pacific,Tropical Storm
1997054S18201,1997-02-23 00:00:00,1997-03-02 00:00:00,57,-18.0,-50.1,-18.0,-159.2,-171.1,-159.2,SP,TS,13.140350877192983,186.40350877192984,1997,7.0,South Pacific,Tropical Storm
1997056S15041,1997-02-24 12:00:00,1997-03-03 06:00:00,55,-15.5,-20.6,-14.9,41.4,31.8,41.4,SI,TS,5.581818181818182,234.45454545454547,1997,6.75,South Indian,Tropical Storm
1997061S08171,1997-03-02 00:00:00,1997-03-14 18:00:00,112,-8.3,-50.0,-8.3,171.4,-179.8,194.5,SP,TS,10.830357142857142,141.07142857142858,1997,12.75,South Pacific,Tropical Storm
1997062S16158,1997-03-03 06:00:00,1997-03-29 12:00:00,213,-16.2,-20.8,-10.9,158.0,144.7,158.0,SP,TS,4.990610328638498,191.6431924882629,1997,26.25,South Pacific,Tropical Storm
1997071S13176,1997-03-12 00:00:00,1997-03-21 06:00:00,75,-12.9,-39.1,-10.5,175.9,-179.4,231.0,SP,TS,16.28,108.8,1997,9.25,South Pacific,Tropical Storm
1997099N06153,1997-04-09 00:00:00,1997-04-24 12:00:00,125,6.2,6.2,36.5,153.0,137.6,164.6,WP,TS,10.912,192.44,1997,15.5,Western Pacific,Tropical Storm
1997105S10168,1997-04-15 00:00:00,1997-04-19 18:00:00,39,-10.2,-22.6,-10.2,168.1,-179.0,193.2,SP,TS,16.076923076923077,119.87179487179488,1997,4.75,South Pacific,Tropical Storm
1997108N05168,1997-04-18 00:00:00,1997-04-26 18:00:00,71,5.1,5.1,23.8,168.0,153.6,168.0,WP,NR,8.76056338028169,225.6338028169014,1997,8.75,Western Pacific,NR
1997118S09166,1997-04-27 18:00:00,1997-05-11 00:00:00,107,-9.0,-26.0,-9.0,165.6,165.6,179.0,SP,TS,5.728971962616822,150.42056074766356,1997,13.25,South Pacific,Tropical Storm
1997124N03171,1997-05-04 06:00:00,1997-05-11 12:00:00,59,2.7,2.7,15.8,171.4,155.6,171.4,WP,NR,8.033898305084746,273.22033898305085,1997,7.25,Western Pacific,NR
1997125S08079,1997-05-04 12:00:00,1997-05-17 12:00:00,143,-8.1,-26.8,-7.0,79.4,75.4,111.8,SI,TS,9.216783216783217,145.48951048951048,1997,13.0,South Indian,Tropical Storm
1997133N03092,1997-05-13 00:00:00,1997-05-20 06:00:00,59,3.2,3.2,27.8,91.9,90.2,97.5,NI,NR,9.745762711864407,162.45762711864407,1997,7.25,North Indian,NR
1997143N17111,1997-05-23 00:00:00,1997-06-04 00:00:00,97,16.8,16.3,40.0,111.0,111.0,199.8,WP,TS,17.690721649484537,70.41237113402062,1997,12.0,Western Pacific,Tropical Storm
1997146N09161,1997-05-25 12:00:00,1997-06-02 18:00:00,67,9.1,9.1,38.4,161.4,157.3,187.6,WP,TS,13.716417910447761,112.23880597014926,1997,8.25,Western Pacific,Tropical Storm
1997147S12168,1997-05-26 18:00:00,1997-05-30 06:00:00,29,-12.1,-18.9,-12.1,167.6,167.2,172.3,SP,TS,6.586206896551724,162.06896551724137,1997,3.5,South Pacific,Tropical Storm
1997152N06171,1997-06-01 06:00:00,1997-06-16 18:00:00,125,6.0,5.3,43.0,171.0,141.5,183.2,WP,TS,12.712,240.76,1997,15.5,Western Pacific,Tropical Storm
1997152N10265,1997-06-01 00:00:00,1997-06-07 06:00:00,52,10.4,10.4,14.8,-95.4,-97.3,-88.7,EP,TS,5.884615384615385,170.19230769230768,1997,6.25,Eastern Pacific,Tropical Storm
1997152N29283,1997-05-31 18:00:00,1997-06-02 18:00:00,17,28.5,28.5,40.0,-77.4,-77.4,-66.3,,SS,19.235294117647058,40.0,1997,2.0,,Subtropical Storm
1997156S11192,1997-06-05 00:00:00,1997-06-17 12:00:00,101,-10.5,-42.0,-8.1,-168.0,-179.8,241.0,SP,TS,16.366336633663366,201.03960396039605,1997,12.5,South Pacific,Tropical Storm
1997161N14266,1997-06-09 18:00:00,1997-06-12 06:00:00,21,14.1,14.1,16.6,-94.5,-108.7,-94.5,EP,TS,14.142857142857142,281.9047619047619,1997,2.5,Eastern Pacific,Tropical Storm
1997165N12139,1997-06-13 12:00:00,1997-06-22 06:00:00,73,12.1,12.1,44.6,138.8,132.4,162.6,WP,TS,14.698630136986301,150.2054794520548,1997,8.75,Western Pacific,Tropical Storm
1997167N06162,1997-06-15 12:00:00,1997-07-04 00:00:00,150,5.5,5.5,49.7,162.4,126.3,182.5,WP,NR,13.34,205.43333333333334,1997,18.5,Western Pacific,NR
1997173N14243,1997-06-21 18:00:00,1997-06-24 00:00:00,19,14.4,14.1,14.8,-117.2,-128.4,-117.2,EP,TS,12.526315789473685,269.7368421052632,1997,2.25,Eastern Pacific,Tropical Storm
1997176N16252,1997-06-25 06:00:00,1997-06-28 00:00:00,23,15.6,15.6,19.5,-107.8,-118.0,-107.8,EP,TS,9.826086956521738,291.0869565217391,1997,2.75,Eastern Pacific,Tropical Storm
1997177N21090,1997-06-26 03:00:00,1997-06-29 18:00:00,30,21.0,21.0,26.0,89.5,85.0,89.5,NI,TS,5.7,221.83333333333334,1997,3.625,North Indian,Tropical Storm
1997181N14250,1997-06-29 12:00:00,1997-07-04 00:00:00,37,13.6,13.6,15.2,-109.8,-123.7,-109.8,EP,TS,7.837837837837838,274.86486486486484,1997,4.5,Eastern Pacific,Tropical Storm
1997182N32283,1997-06-30 12:00:00,1997-07-05 00:00:00,37,32.0,31.4,41.0,-77.2,-77.2,-58.0,,TS,10.72972972972973,66.21621621621621,1997,4.5,,Tropical Storm
1997187N13250,1997-07-05 12:00:00,1997-07-12 18:00:00,59,12.5,12.5,23.2,-109.6,-145.2,-109.6,EP,TS,12.35593220338983,287.8813559322034,1997,7.25,Eastern Pacific,Tropical Storm
1997192N30290,1997-07-11 06:00:00,1997-07-13 06:00:00,17,30.4,30.4,44.0,-69.9,-69.9,-53.0,,TS,23.941176470588236,42.64705882352941,1997,2.0,,Tropical Storm
1997193N09248,1997-07-12 06:00:00,1997-07-16 18:00:00,37,8.6,8.6,22.5,-111.7,-134.0,-111.7,EP,TS,14.567567567567568,304.18918918918916,1997,4.5,Eastern Pacific,Tropical Storm
1997194N31286,1997-07-13 00:00:00,1997-07-16 18:00:00,31,31.3,31.3,36.7,-73.6,-73.6,-57.9,,TS,10.612903225806452,52.74193548387097,1997,3.75,,Tropical Storm
1997196N08142,1997-07-15 00:00:00,1997-07-31 06:00:00,133,7.9,7.9,36.3,142.4,131.8,142.4,WP,TS,6.7443609022556394,216.09022556390977,1997,16.25,Western Pacific,Tropical Storm
1997196N10251,1997-07-14 12:00:00,1997-07-22 12:00:00,65,9.7,9.7,17.7,-109.0,-150.2,-109.0,EP,TS,13.046153846153846,284.2307692307692,1997,8.0,Eastern Pacific,Tropical Storm
1997198N12309,1997-07-17 06:00:00,1997-07-19 00:00:00,15,12.0,12.0,15.0,-51.5,-60.0,-51.5,,TS,12.733333333333333,289.6666666666667,1997,1.75,,Tropical Storm
1997198N27267,1997-07-16 12:00:00,1997-07-27 12:00:00,90,27.4,27.4,44.0,-92.6,-92.6,-48.0,,TS,9.688888888888888,72.0,1997,11.0,,Tropical Storm
1997199S04079,1997-07-18 00:00:00,1997-07-25 06:00:00,59,-3.8,-9.8,-3.8,78.7,68.4,78.7,SI,TS,4.813559322033898,237.20338983050848,1997,7.25,South Indian,Tropical Storm
1997201N24152,1997-07-20 00:00:00,1997-08-03 06:00:00,115,24.3,22.0,52.0,151.8,147.8,181.0,WP,TS,11.147826086956522,117.82608695652173,1997,14.25,Western Pacific,Tropical Storm
1997202N04152,1997-07-21 00:00:00,1997-08-10 18:00:00,167,4.3,4.3,42.5,152.3,125.9,157.7,WP,TS,9.389221556886227,235.83832335329342,1997,20.75,Western Pacific,Tropical Storm
1997207N11198,1997-07-26 00:00:00,1997-07-27 18:00:00,15,11.2,10.1,11.5,-162.3,-168.5,-162.3,EP,TS,9.266666666666667,265.0,1997,1.75,Eastern Pacific,Tropical Storm
1997210N15120,1997-07-28 12:00:00,1997-08-04 06:00:00,55,15.0,15.0,32.5,119.6,113.5,119.6,WP,TS,8.472727272727273,202.36363636363637,1997,6.75,Western Pacific,Tropical Storm
1997210N21089,1997-07-29 03:00:00,1997-08-02 06:00:00,34,21.0,21.0,28.0,89.0,77.0,89.0,NI,TS,8.617647058823529,237.05882352941177,1997,4.125,North Indian,Tropical Storm
1997212N11265,1997-07-30 12:00:00,1997-08-24 00:00:00,197,11.0,11.0,51.2,-94.7,-162.8,-94.7,EP,TS,11.309644670050762,242.76649746192894,1997,24.5,Eastern Pacific,Tropical Storm
1997216N20091,1997-08-04 06:00:00,1997-08-07 18:00:00,29,20.0,20.0,26.5,91.0,74.0,91.0,NI,TS,13.758620689655173,242.06896551724137,1997,3.5,North Indian,Tropical Storm
1997217N06168,1997-08-05 00:00:00,1997-08-25 06:00:00,163,5.6,5.6,47.2,168.0,117.7,168.0,WP,TS,10.423312883435583,245.52147239263803,1997,20.25,Western Pacific,Tropical Storm
1997221N03179,1997-08-09 06:00:00,1997-08-28 18:00:00,157,3.1,3.1,52.0,179.0,162.8,181.7,WP,NR,11.388535031847134,157.13375796178343,1997,19.5,Western Pacific,NR
1997222N11246,1997-08-10 00:00:00,1997-08-15 00:00:00,41,10.5,10.5,17.2,-114.4,-130.2,-114.4,EP,TS,8.75609756097561,289.6341463414634,1997,5.0,Eastern Pacific,Tropical Storm
1997225N09186,1997-08-13 00:00:00,1997-08-18 18:00:00,47,9.3,9.3,17.3,185.7,167.6,185.7,EP,NR,8.574468085106384,292.02127659574467,1997,5.75,Eastern Pacific,NR
1997229N19242,1997-08-17 00:00:00,1997-08-20 06:00:00,27,18.7,18.7,35.0,-117.9,-121.9,-117.9,EP,TS,13.407407407407407,212.59259259259258,1997,3.25,Eastern Pacific,Tropical Storm
1997232N14136,1997-08-19 12:00:00,1997-08-31 06:00:00,95,14.0,13.8,31.4,136.0,112.5,136.0,WP,TS,6.157894736842105,294.4736842105263,1997,11.75,Western Pacific,Tropical Storm
1997232N17115,1997-08-19 12:00:00,1997-08-24 00:00:00,37,16.9,16.9,22.8,115.0,100.5,117.4,WP,TS,10.891891891891891,241.35135135135135,1997,4.5,Western Pacific,Tropical Storm
1997232N20088,1997-08-20 03:00:00,1997-08-27 06:00:00,58,20.5,20.5,31.0,87.5,74.0,87.5,NI,TS,6.948275862068965,218.79310344827587,1997,7.125,North Indian,Tropical Storm
1997236N10172,1997-08-24 00:00:00,1997-09-06 00:00:00,105,9.5,9.5,50.6,172.0,138.2,181.4,WP,TS,16.533333333333335,200.76190476190476,1997,13.0,Western Pacific,Tropical Storm
1997238N11227,1997-08-25 12:00:00,1997-08-30 00:00:00,37,10.9,10.9,20.6,-133.1,-141.2,-133.1,EP,TS,7.621621621621622,315.94594594594594,1997,4.5,Eastern Pacific,Tropical Storm
1997238N19112,1997-08-26 00:00:00,1997-08-31 06:00:00,43,19.1,17.1,27.8,112.3,112.3,118.7,WP,TS,7.953488372093023,152.4418604651163,1997,5.25,Western Pacific,Tropical Storm
1997240N12193,1997-08-28 06:00:00,1997-09-19 12:00:00,180,11.8,11.8,47.6,-166.7,-179.8,193.1,EP,TS,12.327777777777778,239.30555555555554,1997,22.25,Eastern Pacific,Tropical Storm
1997240N20087,1997-08-28 03:00:00,1997-08-30 06:00:00,18,19.5,19.5,24.0,87.0,83.0,87.0,NI,TS,7.888888888888889,180.83333333333334,1997,2.125,North Indian,Tropical Storm
1997246N11316,1997-09-03 06:00:00,1997-09-19 18:00:00,133,10.9,10.9,49.0,-44.1,-63.2,-14.0,,TS,11.571428571428571,132.66917293233084,1997,16.5,,Tropical Storm
1997247N18248,1997-09-03 18:00:00,1997-09-07 00:00:00,27,17.7,17.7,21.2,-112.2,-126.8,-112.2,EP,TS,11.222222222222221,284.44444444444446,1997,3.25,Eastern Pacific,Tropical Storm
1997252N10171,1997-09-09 00:00:00,1997-09-22 00:00:00,105,9.9,9.9,51.2,171.1,141.5,194.7,WP,TS,16.457142857142856,218.66666666666666,1997,13.0,Western Pacific,Tropical Storm
1997253N12255,1997-09-09 12:00:00,1997-09-17 18:00:00,67,12.4,12.4,23.5,-104.7,-128.0,-104.7,EP,TS,7.776119402985074,297.6865671641791,1997,8.25,Eastern Pacific,Tropical Storm
1997256N14227,1997-09-12 18:00:00,1997-09-16 12:00:00,31,14.3,11.6,14.3,-133.1,-136.9,-133.1,EP,TS,3.4838709677419355,233.8709677419355,1997,3.75,Eastern Pacific,Tropical Storm
1997259N13258,1997-09-16 06:00:00,1997-09-26 06:00:00,83,12.7,12.7,36.1,-101.7,-114.9,-101.7,EP,TS,7.927710843373494,261.9879518072289,1997,10.0,Eastern Pacific,Tropical Storm
1997261N13114,1997-09-17 12:00:00,1997-09-27 00:00:00,77,13.0,12.3,16.0,114.0,104.9,114.3,WP,TS,3.987012987012987,201.2987012987013,1997,9.5,Western Pacific,Tropical Storm
1997262N22184,1997-09-18 18:00:00,1997-09-25 00:00:00,51,22.0,22.0,39.8,184.4,156.0,184.4,EP,NR,17.19607843137255,217.7450980392157,1997,6.25,Eastern Pacific,NR
1997263N14084,1997-09-19 18:00:00,1997-09-27 18:00:00,65,14.2,13.1,26.0,84.0,82.3,94.4,NI,TS,6.276923076923077,170.3846153846154,1997,8.0,North Indian,Tropical Storm
1997265N10175,1997-09-21 12:00:00,1997-10-01 00:00:00,77,10.3,10.2,47.1,174.7,157.3,180.5,WP,TS,14.246753246753247,239.15584415584416,1997,9.5,Western Pacific,Tropical Storm
1997270N11265,1997-09-26 12:00:00,1997-10-12 18:00:00,131,11.3,11.3,19.0,-94.6,-116.8,-94.4,EP,TS,7.206106870229007,185.53435114503816,1997,16.25,Eastern Pacific,Tropical Storm
1997270N18111,1997-09-27 00:00:00,1997-10-05 06:00:00,67,18.2,14.8,19.6,111.2,104.7,114.9,WP,NR,5.2388059701492535,197.38805970149255,1997,8.25,Western Pacific,NR
1997273N13151,1997-09-29 12:00:00,1997-10-07 18:00:00,67,13.0,13.0,19.6,151.0,131.3,151.0,WP,NR,6.835820895522388,291.4179104477612,1997,8.25,Western Pacific,NR
1997277S04170,1997-10-04 06:00:00,1997-10-13 18:00:00,77,-4.0,-29.0,-4.0,170.0,168.9,185.0,SP,TS,9.558441558441558,170.84415584415584,1997,9.5,South Pacific,Tropical Storm
1997278N24296,1997-10-04 18:00:00,1997-10-08 18:00:00,33,24.2,24.2,29.5,-64.5,-64.5,-48.8,,TS,10.242424242424242,63.93939393939394,1997,4.0,,Tropical Storm
1997279N12263,1997-10-05 12:00:00,1997-10-10 06:00:00,39,12.2,11.9,19.2,-96.6,-102.6,-94.1,EP,TS,7.17948717948718,233.5897435897436,1997,4.75,Eastern Pacific,Tropical Storm
1997279N14221,1997-10-05 12:00:00,1997-10-07 18:00:00,19,14.0,14.0,15.6,-139.5,-154.1,-139.5,EP,TS,16.0,276.3157894736842,1997,2.25,Eastern Pacific,Tropical Storm
1997283N07177,1997-10-09 12:00:00,1997-10-26 18:00:00,139,7.0,6.6,33.8,177.0,121.9,177.0,WP,TS,13.525179856115107,201.79856115107913,1997,17.25,Western Pacific,Tropical Storm
1997284N04179,1997-10-11 00:00:00,1997-10-25 18:00:00,119,3.8,3.8,43.4,178.6,136.6,181.9,WP,TS,16.369747899159663,211.6386554621849,1997,14.75,Western Pacific,Tropical Storm
1997288N20291,1997-10-14 12:00:00,1997-10-17 12:00:00,25,20.0,20.0,24.5,-68.7,-69.8,-47.3,,TS,18.8,104.8,1997,3.0,,Tropical Storm
1997296N07176,1997-10-22 12:00:00,1997-10-30 00:00:00,61,6.5,5.9,7.7,175.5,162.0,175.5,WP,NR,4.885245901639344,276.39344262295083,1997,7.5,Western Pacific,NR
1997297S11177,1997-10-24 06:00:00,1997-10-28 06:00:00,33,-10.5,-14.6,-10.5,177.0,174.0,177.0,SP,TS,4.787878787878788,181.06060606060606,1997,4.0,South Pacific,Tropical Storm
1997298N06140,1997-10-25 00:00:00,1997-11-09 12:00:00,125,6.0,6.0,15.5,140.0,90.1,140.0,WP,TS,8.752,269.92,1997,15.5,Western Pacific,Tropical Storm
1997299N07169,1997-10-26 06:00:00,1997-11-09 06:00:00,113,6.7,6.7,35.7,168.7,134.9,168.7,WP,TS,12.601769911504425,205.92920353982302,1997,14.0,Western Pacific,Tropical Storm
