lead_time_hours,kf_mean_error,kf_median_error,kf_rmse,kf_std_error,kf_count,null_mean_error,null_median_error,null_rmse,null_std_error,null_count,rmse_improvement_pct,null_better
6,16.12745852423226,12.674803708857338,21.66015594533577,14.459454077455856,24964,13.343599326597076,11.100000000000023,17.84154859440428,11.843767658245545,24964,-20.86288061787248,True
12,33.194595905171035,25.102703876751875,45.36131019508075,30.916105069407404,24964,29.379707759974078,24.08703806437346,39.26274311026934,26.046553409862447,24964,-12.984772266503725,True
24,75.76158082142608,56.66076987656024,103.49551279354688,70.5103055925062,24964,70.93131947806289,54.78953571577985,94.94505560881534,63.11474526830983,24964,-6.809772296505859,True
48,189.94610185035518,145.83796468540828,252.78171204814058,166.79384506050323,24964,184.21643921491324,143.51841417608432,241.90480517072035,156.79037927953155,24964,-3.110288451921231,True
72,334.1569880486503,259.5387261987281,440.58993269411917,287.16179997049073,24964,327.87857054102506,255.7426140548444,427.9060157531049,274.9585964246775,24964,-1.9148605830705476,True
