sid,kf_mean_error,kf_std_error,kf_forecast_count,lead_time_hours,null_mean_error,null_std_error,null_forecast_count,basin,nature,start_time,end_time,lat,lon,better_model
1920152N10134,139.25722555790753,141.52517366679712,30,6,171.12436652270395,164.3821978896585,30,WP,NR,1920-05-31 10:00:00,1920-06-05 22:00:00,9.7,134.0,Kalman Filter
1920158N14069,40.54824392989052,38.65437157750185,30,6,59.70754905433619,57.80319718729969,30,NI,TS,1920-06-06 00:00:00,1920-06-14 03:00:00,14.3,69.4,Kalman Filter
1920172N20087,89.22390825877142,110.04420155965148,30,6,96.36222600511267,104.56206237068606,30,NI,TS,1920-06-20 00:00:00,1920-06-24 03:00:00,19.6,87.0,Kalman Filter
1920184N17087,39.62938210591044,42.73868037438151,40,6,48.83553233916682,48.48036985595288,40,NI,NR,1920-07-02 03:00:00,1920-07-05 03:00:00,16.8,87.4,Kalman Filter
1920203N23089,199.40164630985356,248.8173441315787,25,6,193.1452451343889,246.06981020718686,25,NI,TS,1920-07-21 00:00:00,1920-07-26 03:00:00,23.0,88.5,Null Model
1920212N17115,50.65233605075113,47.36145912491199,45,6,69.97843902811302,68.43564799550533,45,WP,TS,1920-07-30 10:00:00,1920-08-01 22:00:00,16.7,115.2,Kalman Filter
1920222N23127,74.94637763158214,81.76830541365729,30,6,107.88514850764321,110.56549092659316,30,WP,NR,1920-08-09 10:00:00,1920-08-13 22:00:00,23.0,127.0,Kalman Filter
1920250N17090,68.54807530645003,72.16366971799637,30,6,63.3780942419941,67.64860921790536,30,NI,TS,1920-09-06 00:00:00,1920-09-10 03:00:00,16.8,90.1,Null Model
1920263N30283,132.5670403731429,143.2669286469691,30,6,126.60185846853216,136.86133631381458,30,,TS,1920-09-19 06:00:00,1920-09-24 00:00:00,30.4,-76.8,Null Model
1920265N10147,97.79824976215029,91.80432181563863,30,6,125.58414560267487,103.18416705876955,30,WP,TS,1920-09-21 10:00:00,1920-09-29 22:00:00,10.1,147.3,Kalman Filter
1920268N33303,69.92902248211468,84.91758970960892,30,6,68.29928511231161,92.12613929440592,30,,TS,1920-09-23 12:00:00,1920-09-27 18:00:00,32.5,-57.0,Null Model
1920269N25277,105.72201816445859,173.59488115384278,30,6,103.25164990722922,167.1247726278578,30,,TS,1920-09-25 06:00:00,1920-09-30 18:00:00,25.0,-83.0,Null Model
1920271N14116,99.65072893622933,111.55989588063031,30,6,99.68381481072342,89.98798459285507,30,WP,TS,1920-09-27 10:00:00,1920-10-01 22:00:00,14.2,116.3,Kalman Filter
1920284N14134,323.47724063284636,415.9492138697637,30,6,257.58335695019707,356.44734075966153,30,WP,TS,1920-10-09 21:00:00,1920-10-13 21:00:00,13.5,133.7,Null Model
1920325N10066,59.24825680527403,80.14877620320051,30,6,64.57675337050576,78.93434811752422,30,NI,TS,1920-11-20 00:00:00,1920-11-28 03:00:00,10.2,66.3,Kalman Filter
1920341S31153,115.5095663307483,151.11541636170824,30,6,90.93990387636839,114.40350447048816,30,SP,NR,1920-12-05 12:00:00,1920-12-13 00:00:00,-31.1,152.8,Null Model
1920346S14072,109.08589611813599,156.6570810958429,40,6,117.52156107583282,168.72022915920883,40,SI,TS,1920-12-11 00:00:00,1920-12-14 00:00:00,-13.6,71.7,Kalman Filter
1920353S10147,98.16462829199695,141.50065554509547,30,6,77.22579759494182,132.4773378780071,30,SP,NR,1920-12-17 12:00:00,1920-12-25 00:00:00,-10.3,147.2,Null Model
1921016S18039,28.037644656828025,38.55844970105011,25,6,40.098389548984954,47.36333017256985,25,SI,TS,1921-01-16 06:00:00,1921-01-28 06:00:00,-18.1,38.6,Kalman Filter
1921038S12061,94.27525293944322,164.38767271300878,30,6,51.07655958020784,48.963625029579255,30,SI,TS,1921-02-06 18:00:00,1921-02-14 06:00:00,-11.8,61.0,Null Model
1921042S18069,42.8266570965725,43.55044016746963,30,6,37.98659334021277,42.32336513139653,30,SI,NR,1921-02-11 06:00:00,1921-02-15 06:00:00,-17.7,69.0,Null Model
1921048S21114,193.96667133840174,166.3917029686876,15,6,177.47052352162535,123.2960285661487,15,SI,TS,1921-02-17 01:00:00,1921-02-19 01:00:00,-21.0,113.9,Null Model
1921070S14067,128.4491609448797,171.75087780277124,30,6,149.80997079134937,242.15950164800248,30,SI,NR,1921-03-11 06:00:00,1921-03-21 06:00:00,-13.6,67.4,Kalman Filter
1921091S12147,66.96908776429362,67.22204125455858,30,6,77.2894187127192,69.47506890581583,30,SP,NR,1921-04-01 11:00:00,1921-04-09 23:00:00,-12.0,146.5,Kalman Filter
1921096N10084,43.62568936307033,45.648178978604726,45,6,53.07632415915036,54.751682305108154,45,NI,TS,1921-04-06 00:00:00,1921-04-09 03:00:00,9.8,83.9,Kalman Filter
1921166N17126,122.52728819523638,142.83807453242406,35,6,159.27516675802102,165.5412104341777,35,WP,TS,1921-06-14 22:00:00,1921-06-17 22:00:00,16.6,126.0,Kalman Filter
1921167N17278,94.12461971702761,126.67865995314013,30,6,88.24398466937572,124.52193634239843,30,,TS,1921-06-16 00:00:00,1921-06-26 12:00:00,16.5,-82.4,Null Model
1921203N20123,78.94826416543185,75.47816796769929,35,6,116.71423537144591,110.64553119451,35,WP,TS,1921-07-22 10:00:00,1921-07-25 22:00:00,20.0,123.2,Kalman Filter
1921205N18089,79.84134824201116,104.0181036454147,30,6,84.3190463445243,104.89498255029842,30,NI,TS,1921-07-24 00:00:00,1921-07-31 03:00:00,18.1,89.4,Kalman Filter
1921217N18125,95.12143076964169,126.12617126762335,45,6,107.66279919603087,126.3813330900738,45,WP,TS,1921-08-05 10:00:00,1921-08-07 22:00:00,18.1,125.2,Kalman Filter
1921224N14148,84.21277281714083,113.79282308486486,30,6,101.22437096742232,114.91557151487719,30,WP,TS,1921-08-11 22:00:00,1921-08-21 22:00:00,14.4,148.4,Kalman Filter
1921249N10320,172.30725986635846,274.61145534476685,30,6,143.67325950239544,241.0979697481928,30,,TS,1921-09-06 00:00:00,1921-09-17 18:00:00,10.0,-40.0,Null Model
1921261N12145,58.680818332259385,58.02424960529837,30,6,119.79197381648382,99.10365715119626,30,WP,TS,1921-09-17 22:00:00,1921-09-24 22:00:00,12.2,144.9,Kalman Filter
1921275S28156,251.09548100116626,244.1096084950206,25,6,193.99621820604196,230.60737106644578,25,SP,NR,1921-10-01 12:00:00,1921-10-06 00:00:00,-27.8,155.8,Null Model
1921287N15144,53.55704966599913,47.20002327079179,30,6,95.29716628440707,73.28289907206575,30,WP,TS,1921-10-14 10:00:00,1921-10-18 22:00:00,14.6,143.6,Kalman Filter
1921293N13280,101.8903085169283,157.47639585735675,30,6,101.22854212245701,156.1284223715504,30,,TS,1921-10-20 00:00:00,1921-10-30 06:00:00,12.7,-80.1,Null Model
1921310N11089,135.40653463598278,177.5531904358382,5,6,139.29901004909638,181.42301170758088,5,NI,TS,1921-11-06 00:00:00,1921-11-08 03:00:00,10.5,89.3,Kalman Filter
1921313S17061,219.5975562686424,235.29245328798987,40,6,160.19988787582878,207.7883107438875,40,SI,TS,1921-11-09 00:00:00,1921-11-12 00:00:00,-17.3,60.5,Null Model
1921314N11130,129.12471132270974,145.45250507182843,30,6,126.69538482534388,129.7480494295898,30,WP,TS,1921-11-09 22:00:00,1921-11-15 22:00:00,10.8,130.0,Null Model
1921315S16062,149.8707658416004,176.72235633171266,30,6,139.43198328410773,166.2068086379808,30,SI,NR,1921-11-11 06:00:00,1921-11-17 06:00:00,-16.4,61.5,Null Model
1921326N10140,125.02198983591988,124.01654815442559,30,6,130.0635755678023,121.50416799056848,30,WP,TS,1921-11-22 10:00:00,1921-11-30 22:00:00,10.1,140.3,Kalman Filter
1921337N10146,62.82845018753171,79.6899760109442,30,6,81.27696677710767,100.25840136985676,30,WP,TS,1921-12-03 10:00:00,1921-12-09 22:00:00,10.2,145.5,Kalman Filter
1921355S15069,79.78007704426544,94.79273443727173,30,6,72.374702203551,80.36961011551311,30,SI,NR,1921-12-20 18:00:00,1921-12-24 06:00:00,-14.8,68.8,Null Model
1921361N05086,108.62045730218026,197.26154912817978,25,6,117.86426934362193,192.7417280575636,25,NI,TS,1921-12-27 00:00:00,1922-01-01 03:00:00,4.8,85.6,Kalman Filter
1921362S17043,111.1840194891432,144.87222493401447,30,6,90.27852134427263,121.92643529930596,30,SI,NR,1921-12-28 06:00:00,1922-01-02 06:00:00,-16.7,42.6,Null Model
1922011S18049,95.20225359535007,122.93275653644444,30,6,93.18092724246867,132.05911703900733,30,SI,NR,1922-01-11 06:00:00,1922-01-17 06:00:00,-18.1,49.0,Null Model
1922016S12152,86.09597616342144,88.57037810544516,30,6,79.22574730580922,86.28679514369087,30,SP,NR,1922-01-15 23:00:00,1922-01-19 23:00:00,-12.2,151.6,Null Model
1922018S21172,154.20287063188866,122.87142747710801,20,6,134.45880005889717,120.95742608448516,20,SP,NR,1922-01-17 12:00:00,1922-01-20 00:00:00,-21.4,172.0,Null Model
1922021S16060,24.132605407598852,29.369956496899555,30,6,46.151317118938735,51.028076346259,30,SI,NR,1922-01-21 06:00:00,1922-02-05 06:00:00,-15.8,60.4,Kalman Filter
1922029S14070,111.60894557386186,113.07660670035854,25,6,95.06485423021545,111.00172090879245,25,SI,TS,1922-01-28 18:00:00,1922-02-02 06:00:00,-14.2,69.6,Null Model
1922029S17043,79.24055688573848,123.32476595211453,30,6,79.9230684517922,129.8321182836422,30,SI,TS,1922-01-28 12:00:00,1922-02-01 00:00:00,-16.5,42.6,Kalman Filter
1922032S14070,80.30504575444584,98.68733915842702,30,6,72.09007348647886,93.52096242830117,30,SI,NR,1922-02-01 06:00:00,1922-02-06 06:00:00,-14.0,69.7,Null Model
1922038S20156,102.98626442522257,177.0133713554971,30,6,134.66722710994017,200.91403481279838,30,SP,TS,1922-02-06 23:00:00,1922-02-21 23:00:00,-19.8,155.7,Kalman Filter
1922042S14063,132.31392897603484,160.0141789115249,30,6,125.43029734430046,169.23336183885618,30,SI,NR,1922-02-11 06:00:00,1922-02-17 06:00:00,-14.1,62.6,Null Model
1922042S17061,126.3056065033687,139.42343966129516,30,6,95.50586691736429,114.29315210932985,30,SI,TS,1922-02-11 00:00:00,1922-02-15 00:00:00,-16.9,61.2,Null Model
1922046S14062,160.6025497733275,179.64640343414615,25,6,125.71251006954317,141.234749034264,25,SI,NR,1922-02-14 18:00:00,1922-02-19 06:00:00,-14.4,62.4,Null Model
1922051S24155,238.33987613175756,252.2752048354703,25,6,196.51059771709427,237.79607484858997,25,SP,NR,1922-02-20 11:00:00,1922-02-23 23:00:00,-24.2,154.8,Null Model
1922072S14126,34.464904197322895,45.35469868921854,10,6,34.464904197322895,45.35469868921854,10,SI,TS,1922-03-13 01:00:00,1922-03-15 01:00:00,-14.0,126.0,Kalman Filter
1922085N15112,101.14572036275548,114.73915720772828,30,6,111.55437554156227,118.28702717049833,30,WP,TS,1922-03-25 22:00:00,1922-03-30 22:00:00,14.9,112.2,Kalman Filter
1922091S13066,69.27783607294167,109.78054785025381,30,6,33.74179219040857,40.83839836779998,30,SI,NR,1922-03-31 18:00:00,1922-04-06 06:00:00,-13.1,65.8,Null Model
1922123N11145,80.74351344639528,87.1512468274446,35,6,86.07916839518859,84.80771707051605,35,WP,TS,1922-05-02 22:00:00,1922-05-05 22:00:00,10.5,145.0,Kalman Filter
1922140N10128,73.03172486170403,90.44506045875083,30,6,111.4641612972296,117.17169970704877,30,WP,TS,1922-05-19 22:00:00,1922-05-26 22:00:00,10.3,128.2,Kalman Filter
1922160N21121,90.2656872963026,74.4430141873075,20,6,115.69754304821106,101.19111322821288,20,WP,TS,1922-06-08 22:00:00,1922-06-10 22:00:00,20.8,120.6,Kalman Filter
1922164N15278,130.46956464737576,132.2095082824759,30,6,108.91277428082464,125.19911127583627,30,,TS,1922-06-12 12:00:00,1922-06-16 18:00:00,15.5,-82.3,Null Model
1922180N06143,83.30837323492689,95.59541176798349,30,6,98.99673783282236,112.95145934702401,30,WP,NR,1922-06-29 10:00:00,1922-07-06 22:00:00,5.7,142.7,Kalman Filter
1922188N20089,70.91330837589344,73.65564196342079,45,6,75.9618131052062,78.27042113717496,45,NI,TS,1922-07-07 00:00:00,1922-07-10 03:00:00,19.6,89.0,Kalman Filter
1922191N12125,152.6196584338741,142.7547335645022,35,6,189.74891521471469,176.12846373300695,35,WP,TS,1922-07-10 10:00:00,1922-07-13 22:00:00,11.6,124.5,Kalman Filter
1922209N16117,104.56553546019596,118.5834896277647,35,6,105.19118999561886,131.8275830263314,35,WP,TS,1922-07-27 22:00:00,1922-07-30 22:00:00,16.0,117.0,Kalman Filter
1922228N14129,67.2290459089821,77.00902360405713,30,6,85.66520417420267,96.51003585041447,30,WP,TS,1922-08-15 22:00:00,1922-08-19 22:00:00,14.3,129.1,Kalman Filter
1922233N18144,68.13853604453723,62.64310660337827,20,6,111.32382645725963,97.66798451109447,20,WP,TS,1922-08-20 22:00:00,1922-08-22 22:00:00,18.2,143.6,Kalman Filter
1922241N24130,51.2953981670106,54.048697210977984,35,6,74.07660275767527,70.10668305034255,35,WP,TS,1922-08-28 22:00:00,1922-08-31 22:00:00,23.9,129.9,Kalman Filter
1922251N19088,148.53308316133794,174.40718946913523,45,6,133.39745673636844,158.42471890794306,45,NI,TS,1922-09-08 00:00:00,1922-09-11 03:00:00,18.8,88.0,Null Model
1922256N10313,184.5550373728798,287.677536468292,30,6,205.87993579143694,362.87461791181966,30,,TS,1922-09-13 00:00:00,1922-09-28 06:00:00,10.4,-46.8,Kalman Filter
1922259N14147,199.6372203914256,233.36974270410224,25,6,172.61883185452191,222.88236709982013,25,WP,TS,1922-09-16 09:00:00,1922-09-20 21:00:00,14.0,146.9,Null Model
1922266N15130,131.28543585840373,166.70736827073682,30,6,196.40121138822286,254.7449862159086,30,WP,TS,1922-09-22 22:00:00,1922-09-26 22:00:00,15.4,130.3,Kalman Filter
1922269N10129,278.05471423953935,347.9317179150469,30,6,221.7479628496507,292.9935168191036,30,WP,TS,1922-09-26 09:00:00,1922-10-02 21:00:00,10.4,129.2,Null Model
1922278N19144,349.3485815043853,388.40799280099424,30,6,287.6320655837197,338.1122294521154,30,WP,TS,1922-10-04 21:00:00,1922-10-08 21:00:00,18.5,143.7,Null Model
1922303N11147,172.42487900124777,168.06558499237426,35,6,192.21324780850583,182.54671340831933,35,WP,TS,1922-10-29 22:00:00,1922-11-01 22:00:00,11.3,146.9,Kalman Filter
1922308N08130,208.3290890544117,275.0578295277824,35,6,268.7932388061105,277.4440575806948,35,WP,TS,1922-11-04 10:00:00,1922-11-07 22:00:00,7.8,129.6,Kalman Filter
1922317N13128,135.72204318611693,259.0702885011255,30,6,148.882253900138,291.79748059054947,30,WP,TS,1922-11-12 22:00:00,1922-11-17 22:00:00,12.9,128.3,Kalman Filter
1922321N12096,58.103121072181466,70.53287687061304,25,6,95.19489291488077,115.67637205696843,25,NI,TS,1922-11-17 00:00:00,1922-11-22 03:00:00,11.8,95.8,Kalman Filter
1923018S12152,132.82959212585456,158.98811884155597,30,6,84.3011922653276,91.30932859128198,30,SP,NR,1923-01-17 12:00:00,1923-01-30 00:00:00,-12.4,152.2,Null Model
1923044S14057,98.97920912942391,125.14570214315195,30,6,102.52255837740118,130.76652999443263,30,SI,TS,1923-02-13 06:00:00,1923-02-19 06:00:00,-13.5,56.6,Kalman Filter
1923045S14166,149.94833163332265,147.12268566959932,20,6,146.97760572638953,153.90709399695797,20,SP,NR,1923-02-13 12:00:00,1923-02-16 00:00:00,-13.7,166.1,Null Model
1923050S12152,187.81044190813935,282.92730286443197,30,6,178.77148141817324,274.03105569501855,30,SP,NR,1923-02-18 12:00:00,1923-03-04 00:00:00,-11.6,152.1,Null Model
1923055S11151,170.74572756970738,186.227386909948,30,6,132.73698235649917,163.91462490146333,30,SP,NR,1923-02-23 23:00:00,1923-02-28 23:00:00,-11.0,150.9,Null Model
1923067S13125,90.74321461446709,97.87425604947032,35,6,79.02428106780503,88.50269373372679,35,SI,NR,1923-03-07 12:00:00,1923-03-10 01:00:00,-12.5,125.4,Null Model
1923080S12146,66.96341395645094,97.98641168643887,30,6,71.06899033921944,79.31290970063884,30,SP,TS,1923-03-20 23:00:00,1923-04-01 00:00:00,-12.0,146.0,Kalman Filter
1923084N12146,64.82981447627141,116.95486688587076,30,6,78.06193411146174,128.7835935219431,30,WP,TS,1923-03-25 10:00:00,1923-03-30 22:00:00,11.7,145.7,Kalman Filter
1923084S11153,52.29689652099863,79.79574649851753,30,6,56.52455299391461,88.46275564614575,30,SP,NR,1923-03-24 23:00:00,1923-03-31 23:00:00,-10.9,153.2,Kalman Filter
1923123N13138,56.881600756863875,104.37341856762019,30,6,85.73032356410634,141.71906150867707,30,WP,TS,1923-05-02 22:00:00,1923-05-07 22:00:00,12.7,138.4,Kalman Filter
1923127N18118,85.6966653708143,100.14999453533943,20,6,144.71375092154187,165.25836695626967,20,WP,TS,1923-05-06 22:00:00,1923-05-08 22:00:00,18.4,117.8,Kalman Filter
1923154N11126,106.24456509160413,108.36859521439794,30,6,113.15122752119926,111.36017240200738,30,WP,TS,1923-06-03 10:00:00,1923-06-08 22:00:00,11.2,125.6,Kalman Filter
1923174N20265,168.7608093419274,218.64120705200833,30,6,149.86781804098553,197.86681629092539,30,,TS,1923-06-22 12:00:00,1923-06-29 00:00:00,20.0,-95.0,Null Model
1923200N19087,227.9516828981964,290.70452843118693,5,6,249.39066990643832,312.94004534063674,5,NI,TS,1923-07-19 00:00:00,1923-07-21 03:00:00,19.2,87.0,Kalman Filter
1923209N23091,205.60735183827168,234.25917976032994,45,6,171.88796555756645,234.53491243329813,45,NI,TS,1923-07-28 00:00:00,1923-07-31 03:00:00,22.8,90.6,Null Model
1923232N16145,89.70599730277031,70.73617238799618,30,6,146.98901502859397,124.52323308502504,30,WP,TS,1923-08-19 22:00:00,1923-08-23 22:00:00,16.0,144.7,Kalman Filter
1923233N21090,126.27867428586379,122.85984377178482,25,6,111.11148141445672,130.24958748885766,25,NI,TS,1923-08-21 00:00:00,1923-08-26 03:00:00,21.3,89.8,Null Model
1923239N20116,79.87474322086355,86.59346058029486,20,6,84.74687707527228,96.28886891191097,20,WP,TS,1923-08-26 22:00:00,1923-08-28 22:00:00,20.0,115.8,Kalman Filter
1923250N12341,57.46785568464511,56.72237363804053,30,6,57.17208860259329,59.77504198663339,30,,TS,1923-09-07 00:00:00,1923-09-11 00:00:00,11.7,-19.4,Null Model
1923250N22142,68.92324368208011,80.84157765326925,30,6,97.49592658898749,100.74452824380936,30,WP,NR,1923-09-06 22:00:00,1923-09-14 22:00:00,21.8,142.1,Kalman Filter
1923254N21145,81.18098973611306,75.5490578120857,45,6,121.64296269208377,111.03538018758262,45,WP,NR,1923-09-11 10:00:00,1923-09-13 22:00:00,20.8,145.0,Kalman Filter
1923270N19131,48.20092136577903,64.73583658798552,30,6,67.58610832714535,82.16438153150814,30,WP,TS,1923-09-26 22:00:00,1923-10-02 22:00:00,19.4,130.6,Kalman Filter
1923271N17086,136.9379324436182,165.30425804412016,45,6,126.13955360985791,159.76161297622403,45,NI,TS,1923-09-28 00:00:00,1923-10-01 03:00:00,17.0,86.0,Null Model
1923288N22296,160.2489722931338,172.86203442338135,30,6,132.6519937079928,152.96779888091598,30,,TS,1923-10-15 00:00:00,1923-10-19 18:00:00,21.6,-63.8,Null Model
1923297N19300,132.41073002054938,135.68917470811627,30,6,127.4350602529762,132.71397336586134,30,,TS,1923-10-24 06:00:00,1923-10-27 00:00:00,19.3,-59.8,Null Model
1923329N11143,99.73483790440473,122.79775523184794,30,6,147.68035382958573,170.707089655229,30,WP,TS,1923-11-24 22:00:00,1923-11-28 22:00:00,10.7,143.0,Kalman Filter
1923365S12062,107.97393640260441,165.9223027751496,25,6,113.2039462515991,183.42789761100497,25,SI,TS,1923-12-30 18:00:00,1924-01-04 06:00:00,-12.3,62.3,Kalman Filter
1924018S20157,36.184681402918144,39.494734035376574,30,6,43.248308317339934,41.58679799299461,30,SP,TS,1924-01-17 23:00:00,1924-01-22 23:00:00,-19.9,157.3,Kalman Filter
1924042S11064,103.84971783723846,126.47417792088682,30,6,104.34996284423178,120.78529928937843,30,SI,NR,1924-02-11 06:00:00,1924-02-17 06:00:00,-11.1,64.2,Kalman Filter
1924046S11064,140.72650858738675,140.39687007068477,25,6,121.33572975777355,142.3157771669724,25,SI,NR,1924-02-14 18:00:00,1924-02-19 06:00:00,-11.3,64.2,Null Model
1924069N07093,58.37048499994761,52.99341379822466,5,6,70.96903804483861,53.06871172250399,5,NI,TS,1924-03-09 00:00:00,1924-03-11 03:00:00,7.2,92.8,Kalman Filter
1924118N10096,51.46227716894796,64.00086494074655,25,6,60.097636793472404,67.95523086353786,25,NI,TS,1924-04-27 00:00:00,1924-05-02 03:00:00,9.6,96.0,Kalman Filter
1924190N21127,43.03988292895811,44.26078672429018,20,6,81.79325438427463,101.13635043332405,20,WP,TS,1924-07-07 22:00:00,1924-07-09 22:00:00,20.8,126.5,Kalman Filter
1924210N29282,146.1100973108857,178.17329156756355,20,6,153.9246119889355,178.75159927766225,20,,TS,1924-07-28 06:00:00,1924-07-30 18:00:00,28.5,-78.5,Kalman Filter
1924222N23137,98.02447853884242,114.87639378919644,30,6,100.49179126907572,97.41060083168749,30,WP,TS,1924-08-08 22:00:00,1924-08-19 22:00:00,22.8,137.1,Kalman Filter
1924247N21138,79.0116083347176,78.14249652478787,30,6,102.91976285176793,127.0552492436413,30,WP,TS,1924-09-03 10:00:00,1924-09-10 22:00:00,20.6,138.1,Kalman Filter
1924257N24276,200.8501384920157,237.7408911970002,30,6,169.45868238976644,206.31758631914616,30,,TS,1924-09-13 00:00:00,1924-09-19 18:00:00,24.0,-84.5,Null Model
1924264N16337,81.32024108261665,104.59036838222164,30,6,84.31570462612872,101.59731134480411,30,,TS,1924-09-20 00:00:00,1924-09-22 18:00:00,15.8,-22.6,Kalman Filter
1924268N11338,123.33663764096403,162.13282405977992,30,6,101.5912298135336,136.08070204302427,30,,TS,1924-09-24 00:00:00,1924-10-05 18:00:00,11.3,-22.2,Null Model
1924283N15093,138.67399788912644,191.59731755838516,25,6,150.81737022759236,185.57261282200844,25,NI,TS,1924-10-09 00:00:00,1924-10-14 03:00:00,15.1,92.6,Kalman Filter
1924288N16277,120.31021725685711,128.31757674087035,30,6,102.21461533362434,115.12915769251464,30,,TS,1924-10-14 00:00:00,1924-10-23 12:00:00,15.7,-83.5,Null Model
1925012N04079,66.36782695931473,54.62561247220419,5,6,92.98103604342502,73.64959737813669,5,NI,TS,1925-01-12 00:00:00,1925-01-14 03:00:00,4.4,78.8,Kalman Filter
1925032S16052,128.05578798371337,133.25164269699314,30,6,121.72349469945968,146.32011450080515,30,SI,TS,1925-02-01 06:00:00,1925-02-06 06:00:00,-15.8,52.2,Null Model
1925054S15120,122.23025539507437,189.51466597645518,30,6,156.0762195455068,237.65351229777932,30,SI,NR,1925-02-23 01:00:00,1925-02-27 01:00:00,-15.0,120.0,Kalman Filter
1925055S18153,162.1267593508733,188.64712439627712,30,6,186.2086838446609,196.1025460961508,30,SP,NR,1925-02-23 12:00:00,1925-02-28 00:00:00,-17.6,152.7,Kalman Filter
1925057S17120,397.39617935150125,482.67022085391227,20,6,416.0979590429012,496.83648394396704,20,SI,NR,1925-02-25 23:00:00,1925-02-27 23:00:00,-16.5,120.2,Kalman Filter
1925105N07142,58.33861829896355,55.93821622255223,30,6,69.0454392546285,70.0454204188201,30,WP,NR,1925-04-14 22:00:00,1925-04-22 22:00:00,7.2,142.2,Kalman Filter
1925132N11092,103.11514282857851,118.95992416482918,30,6,98.62017613497206,110.80319800484963,30,NI,TS,1925-05-12 00:00:00,1925-05-20 03:00:00,11.2,91.6,Null Model
1925175N14126,105.20766194493406,122.16893775144602,35,6,139.78989948189354,138.69835295170523,35,WP,TS,1925-06-23 22:00:00,1925-06-26 22:00:00,13.5,125.9,Kalman Filter
1925177N20089,56.62666954303939,68.84240248991887,30,6,66.42461991148802,77.88807538190464,30,NI,TS,1925-06-26 00:00:00,1925-07-03 03:00:00,20.1,88.5,Kalman Filter
1925184N07144,68.34252837470338,71.54379137978613,30,6,118.56717412034274,110.7981652225888,30,WP,TS,1925-07-03 10:00:00,1925-07-10 22:00:00,7.0,143.5,Kalman Filter
1925184N21089,70.58875964372149,89.35684508812099,5,6,76.0386609654759,96.75046808438353,5,NI,TS,1925-07-03 00:00:00,1925-07-05 03:00:00,20.9,88.8,Kalman Filter
1925192N21088,90.79978073045574,90.07325955810401,45,6,78.64462174888176,80.39622317275057,45,NI,TS,1925-07-11 00:00:00,1925-07-14 03:00:00,21.0,88.1,Null Model
1925206N22089,116.6676128321663,121.4290368295064,45,6,103.13126718752548,110.44629673159723,45,NI,TS,1925-07-25 00:00:00,1925-07-28 03:00:00,22.3,88.9,Null Model
1925220N25132,65.88870710975458,84.88921554017205,30,6,64.34057344875924,93.7854242404816,30,WP,TS,1925-08-07 22:00:00,1925-08-16 22:00:00,24.9,132.1,Null Model
1925236N17128,81.60918634541282,85.64857441707515,30,6,122.48637528802989,118.08063385927859,30,WP,TS,1925-08-24 10:00:00,1925-08-28 22:00:00,17.2,127.6,Kalman Filter
1925238N30282,236.78167518923016,291.5528048294713,20,6,230.47660554092977,284.7051206226685,20,,TS,1925-08-25 12:00:00,1925-08-28 00:00:00,30.0,-78.0,Null Model
1925257N23091,32.56418461496423,22.129989129921515,5,6,29.108958679372858,18.87578743891457,5,NI,TS,1925-09-14 00:00:00,1925-09-16 03:00:00,23.4,90.9,Null Model
1925268N12143,99.69517124940832,90.91809929076283,30,6,132.2447728076019,113.42902373965012,30,WP,NR,1925-09-24 22:00:00,1925-09-29 22:00:00,12.4,142.7,Kalman Filter
1925287N14094,148.55274984548464,176.2452657365214,5,6,157.69278743811023,173.23227900849724,5,NI,TS,1925-10-14 00:00:00,1925-10-16 03:00:00,14.4,94.1,Kalman Filter
1925345S14066,112.26113354654,125.45849191669856,30,6,93.2266861517272,111.94115927153182,30,SI,NR,1925-12-10 18:00:00,1925-12-16 06:00:00,-13.6,66.1,Null Model
1925357S12053,92.98965877779247,104.66518371768873,25,6,102.51583038178647,112.90427415968733,25,SI,TS,1925-12-23 06:00:00,1925-12-30 06:00:00,-12.2,53.1,Kalman Filter
1926011S11061,76.85722171211164,83.36028325666635,25,6,73.4427662042577,87.60074010621437,25,SI,TS,1926-01-11 00:00:00,1926-01-18 00:00:00,-11.0,60.7,Null Model
1926021S10062,68.59410940309182,90.2836360528989,30,6,72.57882255557413,92.86929036874685,30,SI,NR,1926-01-21 06:00:00,1926-01-30 06:00:00,-10.3,61.7,Kalman Filter
1926029S17056,121.2372657265887,140.6449024079839,30,6,128.10650388124336,166.37581305241912,30,SI,TS,1926-01-29 06:00:00,1926-02-04 06:00:00,-16.6,55.6,Kalman Filter
1926101S12063,98.35813335752349,108.2843656558785,30,6,90.20949792462065,99.88102684008733,30,SI,NR,1926-04-10 18:00:00,1926-04-16 06:00:00,-12.2,63.2,Null Model
1926101S12064,98.27390376831092,108.74090725081412,25,6,96.74899989889083,111.07749333989591,25,SI,NR,1926-04-11 06:00:00,1926-04-18 06:00:00,-12.0,63.6,Null Model
1926136S22154,111.10678314497582,117.3331272388518,25,6,95.92100990439685,99.42255100650326,25,SP,TS,1926-05-15 23:00:00,1926-05-19 23:00:00,-22.0,154.2,Null Model
1926186N22091,197.08886980306036,203.88293737453765,45,6,164.90126873467182,178.5217545359329,45,NI,TS,1926-07-05 00:00:00,1926-07-08 03:00:00,22.2,91.1,Null Model
1926196N14127,171.93167017353534,173.76128104182578,30,6,179.17483927107324,166.17326310603298,30,WP,TS,1926-07-14 22:00:00,1926-07-18 22:00:00,14.1,126.8,Kalman Filter
